Weighted F1: 0.3364
Average Location Accuracy: 0.3568
Average Location-Category Joint Accuracy: 0.1374

Score Correlations (Pearson r):
--------------------------------------------------------------------------------
Score Type                Correlation     p-value         N         
--------------------------------------------------------------------------------
reliability                        0.5187          0.0000 116       
security                              nan             nan 116       
instruction_adherence              0.3435          0.0002 116       
plan_optimization                  0.3549          0.0001 116       
overall                            0.5067          0.0000 116       

Per-Category Statistics:
--------------------------------------------------------------------------------
Category                                 Precision  Recall     F1         Support   
--------------------------------------------------------------------------------
Language-only                            0.4789     0.8095     0.6018     42        
Tool-related                             0.0000     0.0000     0.0000     37        
Poor Information Retrieval               0.6000     0.5455     0.5714     22        
Tool Output Misinterpretation            0.2500     0.2353     0.2424     17        
Incorrect Problem Identification         0.2000     0.1000     0.1333     20        
Tool Selection Errors                    0.3750     0.1500     0.2143     40        
Formatting Errors                        0.8065     0.4808     0.6024     52        
Instruction Non-compliance               0.6250     0.0909     0.1587     55        
Tool Definition Issues                   0.2500     0.3333     0.2857     3         
Environment Setup Errors                 0.4000     0.2222     0.2857     9         
Authentication Errors                    0.8000     0.6667     0.7273     6         
Service Errors                           0.5000     0.5000     0.5000     2         
Resource Not Found                       0.2500     0.5000     0.3333     4         
Resource Exhaustion                      1.0000     1.0000     1.0000     2         
Timeout Issues                           0.0000     0.0000     0.0000     2         
Context Handling Failures                0.5000     0.0370     0.0690     27        
Resource Abuse                           0.4667     0.2333     0.3111     30        
Goal Deviation                           0.7600     0.5672     0.6496     67        
Task Orchestration                       0.0000     0.0000     0.0000     39        
