Weighted F1: 0.0657
Average Location Accuracy: 0.0128
Average Location-Category Joint Accuracy: 0.0000

Score Correlations (Pearson r):
--------------------------------------------------------------------------------
Score Type                Correlation     p-value         N         
--------------------------------------------------------------------------------
reliability                        0.0857          0.8910 5         
security                              nan             nan 5         
instruction_adherence              0.2722          0.6578 5         
plan_optimization                  0.1166          0.8519 5         
overall                            0.0000          1.0000 5         

Per-Category Statistics:
--------------------------------------------------------------------------------
Category                                 Precision  Recall     F1         Support   
--------------------------------------------------------------------------------
Language-only                            0.0000     0.0000     0.0000     13        
Tool-related                             0.0000     0.0000     0.0000     4         
Poor Information Retrieval               1.0000     0.1818     0.3077     11        
Incorrect Memory Usage                   0.0000     0.0000     0.0000     2         
Tool Output Misinterpretation            0.0000     0.0000     0.0000     1         
Incorrect Problem Identification         0.0000     0.0000     0.0000     9         
Formatting Errors                        1.0000     0.0857     0.1579     35        
Instruction Non-compliance               0.0000     0.0000     0.0000     33        
Resource Exhaustion                      0.0000     0.0000     0.0000     1         
Context Handling Failures                1.0000     0.0323     0.0625     31        
Resource Abuse                           0.0000     0.0000     0.0000     16        
Goal Deviation                           0.0000     0.0000     0.0000     3         
Task Orchestration                       0.0000     0.0000     0.0000     6         
