Weighted F1: 0.1240
Average Location Accuracy: 0.0392
Average Location-Category Joint Accuracy: 0.0027

Score Correlations (Pearson r):
--------------------------------------------------------------------------------
Score Type                Correlation     p-value         N         
--------------------------------------------------------------------------------
reliability                        0.6860          0.0000 88        
security                              nan             nan 88        
instruction_adherence              0.4196          0.0000 88        
plan_optimization                  0.4518          0.0000 87        
overall                            0.6029          0.0000 87        

Per-Category Statistics:
--------------------------------------------------------------------------------
Category                                 Precision  Recall     F1         Support   
--------------------------------------------------------------------------------
Language-only                            0.4468     0.5000     0.4719     42        
Tool-related                             0.0000     0.0000     0.0000     37        
Poor Information Retrieval               0.2000     0.0455     0.0741     22        
Tool Output Misinterpretation            0.1429     0.0588     0.0833     17        
Incorrect Problem Identification         0.0000     0.0000     0.0000     20        
Tool Selection Errors                    0.3571     0.2500     0.2941     40        
Formatting Errors                        0.7500     0.0577     0.1071     52        
Instruction Non-compliance               0.5000     0.0182     0.0351     55        
Tool Definition Issues                   0.2000     0.3333     0.2500     3         
Environment Setup Errors                 1.0000     0.1111     0.2000     9         
Authentication Errors                    1.0000     0.1667     0.2857     6         
Service Errors                           0.0000     0.0000     0.0000     2         
Resource Not Found                       0.1000     0.2500     0.1429     4         
Resource Exhaustion                      1.0000     0.5000     0.6667     2         
Timeout Issues                           1.0000     0.5000     0.6667     2         
Context Handling Failures                0.0000     0.0000     0.0000     27        
Resource Abuse                           1.0000     0.0333     0.0645     30        
Goal Deviation                           0.8000     0.0597     0.1111     67        
Task Orchestration                       0.0000     0.0000     0.0000     39        
