Weighted F1: 0.2406
Average Location Accuracy: 0.2383
Average Location-Category Joint Accuracy: 0.0378

Score Correlations (Pearson r):
--------------------------------------------------------------------------------
Score Type                Correlation     p-value         N         
--------------------------------------------------------------------------------
reliability                        0.3423          0.0018 81        
security                              nan             nan 81        
instruction_adherence              0.1423          0.2050 81        
plan_optimization                  0.2186          0.0500 81        
overall                            0.2610          0.0186 81        

Per-Category Statistics:
--------------------------------------------------------------------------------
Category                                 Precision  Recall     F1         Support   
--------------------------------------------------------------------------------
Language-only                            0.6000     0.2857     0.3871     42        
Tool-related                             0.4500     0.2432     0.3158     37        
Poor Information Retrieval               0.0000     0.0000     0.0000     22        
Tool Output Misinterpretation            0.0811     0.1765     0.1111     17        
Incorrect Problem Identification         0.0769     0.1000     0.0870     20        
Tool Selection Errors                    0.3788     0.6250     0.4717     40        
Formatting Errors                        0.3636     0.0769     0.1270     52        
Instruction Non-compliance               0.5303     0.6364     0.5785     55        
Tool Definition Issues                   0.0000     0.0000     0.0000     3         
Environment Setup Errors                 0.0000     0.0000     0.0000     9         
Authentication Errors                    0.0000     0.0000     0.0000     6         
Service Errors                           0.0000     0.0000     0.0000     2         
Resource Not Found                       0.0909     0.2500     0.1333     4         
Resource Exhaustion                      1.0000     0.5000     0.6667     2         
Timeout Issues                           1.0000     0.5000     0.6667     2         
Context Handling Failures                0.6667     0.0741     0.1333     27        
Resource Abuse                           0.0794     0.1667     0.1075     30        
Goal Deviation                           0.9000     0.1343     0.2338     67        
Task Orchestration                       0.0000     0.0000     0.0000     39        
