Weighted F1: 0.1935
Average Location Accuracy: 0.1599
Average Location-Category Joint Accuracy: 0.0379

Score Correlations (Pearson r):
--------------------------------------------------------------------------------
Score Type                Correlation     p-value         N         
--------------------------------------------------------------------------------
reliability                        0.5910          0.0000 89        
security                              nan             nan 89        
instruction_adherence              0.2996          0.0043 89        
plan_optimization                  0.4445          0.0000 89        
overall                            0.4822          0.0000 89        

Per-Category Statistics:
--------------------------------------------------------------------------------
Category                                 Precision  Recall     F1         Support   
--------------------------------------------------------------------------------
Language-only                            0.6000     0.4286     0.5000     42        
Tool-related                             0.3571     0.1351     0.1961     37        
Poor Information Retrieval               0.2857     0.1818     0.2222     22        
Tool Output Misinterpretation            0.0000     0.0000     0.0000     17        
Incorrect Problem Identification         0.0000     0.0000     0.0000     20        
Tool Selection Errors                    0.4500     0.4500     0.4500     40        
Formatting Errors                        0.3750     0.1731     0.2368     52        
Instruction Non-compliance               0.5000     0.1273     0.2029     55        
Tool Definition Issues                   0.3333     0.3333     0.3333     3         
Environment Setup Errors                 0.0000     0.0000     0.0000     9         
Authentication Errors                    0.0000     0.0000     0.0000     6         
Service Errors                           0.0000     0.0000     0.0000     2         
Resource Not Found                       0.1000     0.2500     0.1429     4         
Resource Exhaustion                      1.0000     1.0000     1.0000     2         
Timeout Issues                           0.0000     0.0000     0.0000     2         
Context Handling Failures                0.0000     0.0000     0.0000     27        
Resource Abuse                           0.0000     0.0000     0.0000     30        
Goal Deviation                           0.8000     0.1194     0.2078     67        
Task Orchestration                       0.0000     0.0000     0.0000     39        
