Weighted F1: 0.1487
Average Location Accuracy: 0.0042
Average Location-Category Joint Accuracy: 0.0025

Score Correlations (Pearson r):
--------------------------------------------------------------------------------
Score Type                Correlation     p-value         N         
--------------------------------------------------------------------------------
reliability                        0.3334          0.1630 19        
security                              nan             nan 19        
instruction_adherence              0.1601          0.5128 19        
plan_optimization                  0.1915          0.4323 19        
overall                            0.1895          0.4372 19        

Per-Category Statistics:
--------------------------------------------------------------------------------
Category                                 Precision  Recall     F1         Support   
--------------------------------------------------------------------------------
Language-only                            0.0000     0.0000     0.0000     14        
Tool-related                             0.0000     0.0000     0.0000     4         
Poor Information Retrieval               1.0000     0.2727     0.4286     11        
Incorrect Memory Usage                   0.0000     0.0000     0.0000     2         
Tool Output Misinterpretation            0.2500     1.0000     0.4000     1         
Incorrect Problem Identification         0.5000     0.3333     0.4000     9         
Formatting Errors                        0.7778     0.1944     0.3111     36        
Instruction Non-compliance               0.7500     0.0882     0.1579     34        
Resource Exhaustion                      0.0000     0.0000     0.0000     1         
Context Handling Failures                0.0000     0.0000     0.0000     32        
Resource Abuse                           0.0000     0.0000     0.0000     17        
Goal Deviation                           0.0000     0.0000     0.0000     3         
Task Orchestration                       0.0000     0.0000     0.0000     6         
