Weighted F1: 0.2008
Average Location Accuracy: 0.0458
Average Location-Category Joint Accuracy: 0.0031

Score Correlations (Pearson r):
--------------------------------------------------------------------------------
Score Type                Correlation     p-value         N         
--------------------------------------------------------------------------------
reliability                        0.1206          0.6228 19        
security                              nan             nan 19        
instruction_adherence             -0.3280          0.1704 19        
plan_optimization                  0.0650          0.7915 19        
overall                           -0.1339          0.5848 19        

Per-Category Statistics:
--------------------------------------------------------------------------------
Category                                 Precision  Recall     F1         Support   
--------------------------------------------------------------------------------
Language-only                            0.0000     0.0000     0.0000     14        
Tool-related                             0.0000     0.0000     0.0000     4         
Poor Information Retrieval               0.3333     0.1818     0.2353     11        
Incorrect Memory Usage                   0.0000     0.0000     0.0000     2         
Tool Output Misinterpretation            0.0000     0.0000     0.0000     1         
Incorrect Problem Identification         0.4000     0.2222     0.2857     9         
Formatting Errors                        0.8889     0.2222     0.3556     36        
Instruction Non-compliance               0.7692     0.2941     0.4255     34        
Resource Exhaustion                      0.0000     0.0000     0.0000     1         
Context Handling Failures                0.0000     0.0000     0.0000     32        
Resource Abuse                           0.3333     0.0588     0.1000     17        
Goal Deviation                           0.0000     0.0000     0.0000     3         
Task Orchestration                       0.0000     0.0000     0.0000     6         
