Weighted F1: 0.3076
Average Location Accuracy: 0.2379
Average Location-Category Joint Accuracy: 0.0953

Score Correlations (Pearson r):
--------------------------------------------------------------------------------
Score Type                Correlation     p-value         N         
--------------------------------------------------------------------------------
reliability                        0.1754          0.1655 64        
security                              nan             nan 64        
instruction_adherence              0.1402          0.2693 64        
plan_optimization                  0.3018          0.0154 64        
overall                            0.2385          0.0577 64        

Per-Category Statistics:
--------------------------------------------------------------------------------
Category                                 Precision  Recall     F1         Support   
--------------------------------------------------------------------------------
Language-only                            0.4151     0.5238     0.4632     42        
Tool-related                             0.3594     0.6216     0.4554     37        
Poor Information Retrieval               0.0435     0.0455     0.0444     22        
Tool Output Misinterpretation            0.0213     0.0588     0.0312     17        
Incorrect Problem Identification         0.1207     0.3500     0.1795     20        
Tool Selection Errors                    0.4118     0.5250     0.4615     40        
Formatting Errors                        0.3030     0.1923     0.2353     52        
Instruction Non-compliance               0.6071     0.3091     0.4096     55        
Tool Definition Issues                   0.0000     0.0000     0.0000     3         
Environment Setup Errors                 0.0000     0.0000     0.0000     9         
Authentication Errors                    0.0000     0.0000     0.0000     6         
Service Errors                           0.0000     0.0000     0.0000     2         
Resource Not Found                       0.1250     0.2500     0.1667     4         
Resource Exhaustion                      1.0000     0.5000     0.6667     2         
Timeout Issues                           1.0000     0.5000     0.6667     2         
Context Handling Failures                0.1667     0.2222     0.1905     27        
Resource Abuse                           0.0625     0.1333     0.0851     30        
Goal Deviation                           0.6552     0.5672     0.6080     67        
Task Orchestration                       0.0000     0.0000     0.0000     39        
