Weighted F1: 0.2666
Average Location Accuracy: 0.0642
Average Location-Category Joint Accuracy: 0.0135

Score Correlations (Pearson r):
--------------------------------------------------------------------------------
Score Type                Correlation     p-value         N         
--------------------------------------------------------------------------------
reliability                        0.4734          0.0072 31        
security                              nan             nan 31        
instruction_adherence              0.3924          0.0290 31        
plan_optimization                  0.2703          0.1413 31        
overall                            0.4355          0.0143 31        

Per-Category Statistics:
--------------------------------------------------------------------------------
Category                                 Precision  Recall     F1         Support   
--------------------------------------------------------------------------------
Language-only                            0.3333     0.1429     0.2000     14        
Tool-related                             0.0000     0.0000     0.0000     4         
Poor Information Retrieval               0.4375     0.6364     0.5185     11        
Incorrect Memory Usage                   0.0000     0.0000     0.0000     2         
Tool Output Misinterpretation            0.0000     0.0000     0.0000     1         
Incorrect Problem Identification         0.0000     0.0000     0.0000     9         
Formatting Errors                        0.9000     0.5000     0.6429     36        
Instruction Non-compliance               1.0000     0.0294     0.0571     34        
Resource Exhaustion                      0.0000     0.0000     0.0000     1         
Context Handling Failures                1.0000     0.1562     0.2703     32        
Resource Abuse                           0.4000     0.1176     0.1818     17        
Goal Deviation                           0.0000     0.0000     0.0000     3         
Task Orchestration                       0.0000     0.0000     0.0000     6         
