Weighted F1: 0.1758
Average Location Accuracy: 0.0763
Average Location-Category Joint Accuracy: 0.0020

Score Correlations (Pearson r):
--------------------------------------------------------------------------------
Score Type                Correlation     p-value         N         
--------------------------------------------------------------------------------
reliability                        0.0703          0.5128 89        
security                              nan             nan 89        
instruction_adherence              0.0814          0.4484 89        
plan_optimization                  0.0228          0.8324 89        
overall                            0.1457          0.1731 89        

Per-Category Statistics:
--------------------------------------------------------------------------------
Category                                 Precision  Recall     F1         Support   
--------------------------------------------------------------------------------
Language-only                            0.4545     0.3571     0.4000     42        
Tool-related                             0.0000     0.0000     0.0000     37        
Poor Information Retrieval               0.2222     0.0909     0.1290     22        
Tool Output Misinterpretation            0.2381     0.2941     0.2632     17        
Incorrect Problem Identification         0.1266     0.5000     0.2020     20        
Tool Selection Errors                    0.3494     0.7250     0.4715     40        
Formatting Errors                        0.3103     0.3462     0.3273     52        
Instruction Non-compliance               0.4000     0.0364     0.0667     55        
Tool Definition Issues                   0.0000     0.0000     0.0000     3         
Environment Setup Errors                 0.0000     0.0000     0.0000     9         
Authentication Errors                    0.0000     0.0000     0.0000     6         
Service Errors                           0.0000     0.0000     0.0000     2         
Resource Not Found                       0.0000     0.0000     0.0000     4         
Resource Exhaustion                      0.0000     0.0000     0.0000     2         
Timeout Issues                           0.0000     0.0000     0.0000     2         
Context Handling Failures                0.0000     0.0000     0.0000     27        
Resource Abuse                           0.0455     0.0667     0.0541     30        
Goal Deviation                           0.5294     0.1343     0.2143     67        
Task Orchestration                       0.0000     0.0000     0.0000     39        
