Weighted F1: 0.2896
Average Location Accuracy: 0.1785
Average Location-Category Joint Accuracy: 0.0688

Score Correlations (Pearson r):
--------------------------------------------------------------------------------
Score Type                Correlation     p-value         N         
--------------------------------------------------------------------------------
reliability                        0.6581          0.0000 89        
security                              nan             nan 89        
instruction_adherence              0.2706          0.0103 89        
plan_optimization                  0.4674          0.0000 89        
overall                            0.5575          0.0000 89        

Per-Category Statistics:
--------------------------------------------------------------------------------
Category                                 Precision  Recall     F1         Support   
--------------------------------------------------------------------------------
Language-only                            0.4400     0.5238     0.4783     42        
Tool-related                             0.2000     0.0270     0.0476     37        
Poor Information Retrieval               0.2727     0.1364     0.1818     22        
Tool Output Misinterpretation            0.1818     0.2353     0.2051     17        
Incorrect Problem Identification         0.1875     0.1500     0.1667     20        
Tool Selection Errors                    0.4000     0.7500     0.5217     40        
Formatting Errors                        0.4444     0.1538     0.2286     52        
Instruction Non-compliance               0.5735     0.7091     0.6341     55        
Tool Definition Issues                   0.2500     0.3333     0.2857     3         
Environment Setup Errors                 0.0000     0.0000     0.0000     9         
Authentication Errors                    0.0000     0.0000     0.0000     6         
Service Errors                           0.0000     0.0000     0.0000     2         
Resource Not Found                       0.1667     0.2500     0.2000     4         
Resource Exhaustion                      1.0000     1.0000     1.0000     2         
Timeout Issues                           0.0000     0.0000     0.0000     2         
Context Handling Failures                0.0000     0.0000     0.0000     27        
Resource Abuse                           0.4286     0.1000     0.1622     30        
Goal Deviation                           0.7000     0.3134     0.4330     67        
Task Orchestration                       0.0000     0.0000     0.0000     39        
