Weighted F1: 0.0759
Average Location Accuracy: 0.0000
Average Location-Category Joint Accuracy: 0.0000

Score Correlations (Pearson r):
--------------------------------------------------------------------------------
Score Type                Correlation     p-value         N         
--------------------------------------------------------------------------------
reliability                        0.3461          0.1736 17        
security                              nan             nan 17        
instruction_adherence              0.2486          0.3360 17        
plan_optimization                  0.0633          0.8094 17        
overall                            0.0847          0.7465 17        

Per-Category Statistics:
--------------------------------------------------------------------------------
Category                                 Precision  Recall     F1         Support   
--------------------------------------------------------------------------------
Language-only                            0.6667     0.1429     0.2353     14        
Tool-related                             0.0000     0.0000     0.0000     4         
Poor Information Retrieval               0.3333     0.1818     0.2353     11        
Incorrect Memory Usage                   0.0000     0.0000     0.0000     2         
Tool Output Misinterpretation            0.0000     0.0000     0.0000     1         
Incorrect Problem Identification         0.0000     0.0000     0.0000     9         
Formatting Errors                        0.8000     0.1111     0.1951     36        
Instruction Non-compliance               0.0000     0.0000     0.0000     34        
Resource Exhaustion                      0.0000     0.0000     0.0000     1         
Context Handling Failures                0.0000     0.0000     0.0000     32        
Resource Abuse                           0.0000     0.0000     0.0000     17        
Goal Deviation                           0.0000     0.0000     0.0000     3         
Task Orchestration                       0.0000     0.0000     0.0000     6         
