Weighted F1: 0.3081
Average Location Accuracy: 0.2721
Average Location-Category Joint Accuracy: 0.1274

Score Correlations (Pearson r):
--------------------------------------------------------------------------------
Score Type                Correlation     p-value         N         
--------------------------------------------------------------------------------
reliability                        0.1418          0.2452 69        
security                              nan             nan 69        
instruction_adherence              0.0306          0.8030 69        
plan_optimization                  0.0959          0.4330 69        
overall                            0.1000          0.4137 69        

Per-Category Statistics:
--------------------------------------------------------------------------------
Category                                 Precision  Recall     F1         Support   
--------------------------------------------------------------------------------
Language-only                            0.7000     0.1667     0.2692     42        
Tool-related                             0.3607     0.5946     0.4490     37        
Poor Information Retrieval               0.0909     0.0455     0.0606     22        
Tool Output Misinterpretation            0.1250     0.0588     0.0800     17        
Incorrect Problem Identification         0.0984     0.3000     0.1481     20        
Tool Selection Errors                    0.4386     0.6250     0.5155     40        
Formatting Errors                        0.2326     0.1923     0.2105     52        
Instruction Non-compliance               0.5952     0.4545     0.5155     55        
Tool Definition Issues                   0.0000     0.0000     0.0000     3         
Environment Setup Errors                 0.0000     0.0000     0.0000     9         
Authentication Errors                    0.0000     0.0000     0.0000     6         
Service Errors                           0.0000     0.0000     0.0000     2         
Resource Not Found                       0.1250     0.2500     0.1667     4         
Resource Exhaustion                      1.0000     0.5000     0.6667     2         
Timeout Issues                           0.0000     0.0000     0.0000     2         
Context Handling Failures                0.1481     0.1481     0.1481     27        
Resource Abuse                           0.0588     0.1333     0.0816     30        
Goal Deviation                           0.6857     0.3582     0.4706     67        
Task Orchestration                       0.4231     0.2821     0.3385     39        
