Weighted F1: 0.1275
Average Location Accuracy: 0.0362
Average Location-Category Joint Accuracy: 0.0000

Score Correlations (Pearson r):
--------------------------------------------------------------------------------
Score Type                Correlation     p-value         N         
--------------------------------------------------------------------------------
reliability                        0.3550          0.1620 17        
security                              nan             nan 17        
instruction_adherence              0.1700          0.5143 17        
plan_optimization                  0.5490          0.0225 17        
overall                            0.2872          0.2637 17        

Per-Category Statistics:
--------------------------------------------------------------------------------
Category                                 Precision  Recall     F1         Support   
--------------------------------------------------------------------------------
Language-only                            0.0000     0.0000     0.0000     14        
Tool-related                             0.6667     0.5000     0.5714     4         
Poor Information Retrieval               0.4000     0.1818     0.2500     11        
Incorrect Memory Usage                   0.0000     0.0000     0.0000     2         
Tool Output Misinterpretation            0.0000     0.0000     0.0000     1         
Incorrect Problem Identification         0.0000     0.0000     0.0000     9         
Formatting Errors                        0.8750     0.1944     0.3182     36        
Instruction Non-compliance               0.4000     0.0588     0.1026     34        
Resource Exhaustion                      0.0000     0.0000     0.0000     1         
Context Handling Failures                0.0000     0.0000     0.0000     32        
Resource Abuse                           0.3333     0.0588     0.1000     17        
Goal Deviation                           0.0000     0.0000     0.0000     3         
Task Orchestration                       0.0000     0.0000     0.0000     6         
