Weighted F1: 0.3204
Average Location Accuracy: 0.1756
Average Location-Category Joint Accuracy: 0.0473

Score Correlations (Pearson r):
--------------------------------------------------------------------------------
Score Type                Correlation     p-value         N         
--------------------------------------------------------------------------------
reliability                        0.6158          0.0000 90        
security                              nan             nan 90        
instruction_adherence              0.2625          0.0124 90        
plan_optimization                  0.5201          0.0000 90        
overall                            0.5702          0.0000 90        

Per-Category Statistics:
--------------------------------------------------------------------------------
Category                                 Precision  Recall     F1         Support   
--------------------------------------------------------------------------------
Language-only                            0.4750     0.4524     0.4634     42        
Tool-related                             0.5556     0.1351     0.2174     37        
Poor Information Retrieval               0.1818     0.2727     0.2182     22        
Tool Output Misinterpretation            0.0000     0.0000     0.0000     17        
Incorrect Problem Identification         0.1250     0.0500     0.0714     20        
Tool Selection Errors                    0.4545     0.6250     0.5263     40        
Formatting Errors                        0.3000     0.1154     0.1667     52        
Instruction Non-compliance               0.6522     0.2727     0.3846     55        
Tool Definition Issues                   0.0000     0.0000     0.0000     3         
Environment Setup Errors                 1.0000     0.1111     0.2000     9         
Authentication Errors                    0.0000     0.0000     0.0000     6         
Service Errors                           0.0000     0.0000     0.0000     2         
Resource Not Found                       0.1250     0.2500     0.1667     4         
Resource Exhaustion                      1.0000     0.5000     0.6667     2         
Timeout Issues                           0.0000     0.0000     0.0000     2         
Context Handling Failures                0.0667     0.0370     0.0476     27        
Resource Abuse                           0.3846     0.1667     0.2326     30        
Goal Deviation                           0.7949     0.4627     0.5849     67        
Task Orchestration                       0.4444     0.4103     0.4267     39        
