Weighted F1: 0.2174
Average Location Accuracy: 0.1163
Average Location-Category Joint Accuracy: 0.0244

Score Correlations (Pearson r):
--------------------------------------------------------------------------------
Score Type                Correlation     p-value         N         
--------------------------------------------------------------------------------
reliability                        0.6398          0.0000 87        
security                              nan             nan 87        
instruction_adherence              0.2192          0.0414 87        
plan_optimization                  0.5029          0.0000 87        
overall                            0.4332          0.0000 87        

Per-Category Statistics:
--------------------------------------------------------------------------------
Category                                 Precision  Recall     F1         Support   
--------------------------------------------------------------------------------
Language-only                            0.5152     0.4048     0.4533     42        
Tool-related                             0.2667     0.1081     0.1538     37        
Poor Information Retrieval               0.2609     0.2727     0.2667     22        
Tool Output Misinterpretation            0.2500     0.0588     0.0952     17        
Incorrect Problem Identification         0.2000     0.0500     0.0800     20        
Tool Selection Errors                    0.4667     0.5250     0.4941     40        
Formatting Errors                        0.5000     0.1154     0.1875     52        
Instruction Non-compliance               0.6957     0.2909     0.4103     55        
Tool Definition Issues                   0.0000     0.0000     0.0000     3         
Environment Setup Errors                 0.0000     0.0000     0.0000     9         
Authentication Errors                    0.0000     0.0000     0.0000     6         
Service Errors                           0.0000     0.0000     0.0000     2         
Resource Not Found                       0.1111     0.2500     0.1538     4         
Resource Exhaustion                      1.0000     0.5000     0.6667     2         
Timeout Issues                           1.0000     0.5000     0.6667     2         
Context Handling Failures                0.0000     0.0000     0.0000     27        
Resource Abuse                           0.2000     0.0333     0.0571     30        
Goal Deviation                           0.7500     0.0896     0.1600     67        
Task Orchestration                       0.3333     0.0256     0.0476     39        
