Weighted F1: 0.2453
Average Location Accuracy: 0.1749
Average Location-Category Joint Accuracy: 0.0494

Score Correlations (Pearson r):
--------------------------------------------------------------------------------
Score Type                Correlation     p-value         N         
--------------------------------------------------------------------------------
reliability                        0.5980          0.0000 87        
security                              nan             nan 87        
instruction_adherence              0.3778          0.0003 86        
plan_optimization                  0.4497          0.0000 85        
overall                            0.5551          0.0000 87        

Per-Category Statistics:
--------------------------------------------------------------------------------
Category                                 Precision  Recall     F1         Support   
--------------------------------------------------------------------------------
Language-only                            0.4286     0.5714     0.4898     42        
Tool-related                             0.3333     0.0541     0.0930     37        
Poor Information Retrieval               0.2105     0.1818     0.1951     22        
Tool Output Misinterpretation            0.1000     0.0588     0.0741     17        
Incorrect Problem Identification         0.0000     0.0000     0.0000     20        
Tool Selection Errors                    0.4091     0.4500     0.4286     40        
Formatting Errors                        0.5714     0.0769     0.1356     52        
Instruction Non-compliance               0.6667     0.0364     0.0690     55        
Tool Definition Issues                   0.2500     0.3333     0.2857     3         
Environment Setup Errors                 0.5714     0.4444     0.5000     9         
Authentication Errors                    0.0000     0.0000     0.0000     6         
Service Errors                           0.0000     0.0000     0.0000     2         
Resource Not Found                       0.5000     0.2500     0.3333     4         
Resource Exhaustion                      0.0000     0.0000     0.0000     2         
Timeout Issues                           1.0000     1.0000     1.0000     2         
Context Handling Failures                0.1429     0.0370     0.0588     27        
Resource Abuse                           0.1176     0.0667     0.0851     30        
Goal Deviation                           0.7568     0.4179     0.5385     67        
Task Orchestration                       0.5000     0.1795     0.2642     39        
