Weighted F1: 0.0537
Average Location Accuracy: 0.0042
Average Location-Category Joint Accuracy: 0.0000

Score Correlations (Pearson r):
--------------------------------------------------------------------------------
Score Type                Correlation     p-value         N         
--------------------------------------------------------------------------------
reliability                        0.3549          0.1773 16        
security                              nan             nan 16        
instruction_adherence              0.2781          0.2970 16        
plan_optimization                 -0.0252          0.9262 16        
overall                            0.2442          0.3620 16        

Per-Category Statistics:
--------------------------------------------------------------------------------
Category                                 Precision  Recall     F1         Support   
--------------------------------------------------------------------------------
Language-only                            0.3333     0.0714     0.1176     14        
Tool-related                             0.0000     0.0000     0.0000     4         
Poor Information Retrieval               0.2857     0.1818     0.2222     11        
Incorrect Memory Usage                   0.0000     0.0000     0.0000     2         
Tool Output Misinterpretation            0.0000     0.0000     0.0000     1         
Incorrect Problem Identification         0.0000     0.0000     0.0000     9         
Formatting Errors                        1.0000     0.0278     0.0541     36        
Instruction Non-compliance               0.0000     0.0000     0.0000     34        
Resource Exhaustion                      0.0000     0.0000     0.0000     1         
Context Handling Failures                0.0000     0.0000     0.0000     32        
Resource Abuse                           0.4000     0.1176     0.1818     17        
Goal Deviation                           0.0000     0.0000     0.0000     3         
Task Orchestration                       0.0000     0.0000     0.0000     6         
