model,split,trace_id,base_wf1,base_loc,base_joint,causal_wf1,causal_loc,causal_joint,corr_wf1,corr_loc,corr_joint,score_base,score_causal,score_corr,delta_corr_vs_causal,delta_corr_vs_base,delta_wf1_vs_causal,delta_loc_vs_causal,delta_joint_vs_causal,delta_wf1_vs_base,delta_loc_vs_base,delta_joint_vs_base,bucket
openai-gpt-oss-20b,GAIA_dedup,0035f455b3ff2295167a844f04d85d34,0.5714285714285714,0.0,0.0,0.5,0.5,0.0,0.4444444444444444,0.0,0.0,0.5714285714285714,1.0,0.4444444444444444,-0.5555555555555556,-0.12698412698412698,-0.05555555555555558,-0.5,0.0,-0.12698412698412698,0.0,0.0,not_working
openai-gpt-oss-20b,GAIA_dedup,0242ca2533fac5b8b604a9060b3e15d6,0.8,0.0,0.0,0.6,1.0,0.4,0.6666666666666666,0.0,0.0,0.8,2.0,0.6666666666666666,-1.3333333333333335,-0.13333333333333341,0.06666666666666665,-1.0,-0.4,-0.13333333333333341,0.0,0.0,not_working
openai-gpt-oss-20b,GAIA_dedup,041b7f9c8c76c2ca1a8e67c6769267c3,0.2857142857142857,0.0,0.0,0.2857142857142857,0.0,0.0,0.2857142857142857,0.0,0.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral
openai-gpt-oss-20b,GAIA_dedup,08be1639c58e086cf0bb8c269039973d,0.7272727272727273,0.0,0.0,0.0,1.0,0.0,0.6,0.0,0.0,0.7272727272727273,1.0,0.6,-0.4,-0.12727272727272732,0.6,-1.0,0.0,-0.12727272727272732,0.0,0.0,not_working
openai-gpt-oss-20b,GAIA_dedup,0adc4f3b99d9564d32811e913cc9d248,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,not_working
openai-gpt-oss-20b,GAIA_dedup,0ebe673d64647ec44c370638b82d3c78,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,working
openai-gpt-oss-20b,GAIA_dedup,1427b326e21963a1228647ad8dff2bf4,0.6666666666666666,0.0,0.0,1.0,1.0,0.25,0.5454545454545454,1.0,0.75,0.6666666666666666,2.25,2.2954545454545454,0.045454545454545414,1.628787878787879,-0.4545454545454546,0.0,0.5,-0.12121212121212122,1.0,0.75,working
openai-gpt-oss-20b,GAIA_dedup,18efa24e637b9423f34180d1f2041d3e,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,-0.3333333333333333,0.0,-0.3333333333333333,0.0,0.0,0.0,0.0,0.0,not_working
openai-gpt-oss-20b,GAIA_dedup,1dd91d388cb4889e6c1f5ea5ca06bce6,0.2222222222222222,0.5,0.0,0.0,0.5,0.0,0.6666666666666666,0.0,0.0,0.7222222222222222,0.5,0.6666666666666666,0.16666666666666663,-0.05555555555555558,0.6666666666666666,-0.5,0.0,0.4444444444444444,-0.5,0.0,neutral
openai-gpt-oss-20b,GAIA_dedup,2209204b631e26f4cee4dc3dd995608c,0.5,0.0,0.0,0.6666666666666666,0.0,0.0,0.6,0.0,0.0,0.5,0.6666666666666666,0.6,-0.06666666666666665,0.09999999999999998,-0.06666666666666665,0.0,0.0,0.09999999999999998,0.0,0.0,not_working
openai-gpt-oss-20b,GAIA_dedup,25c8275651013fe8398ef0f735eb0912,0.3333333333333333,0.0,0.0,0.6666666666666666,1.0,0.5,0.6,0.5,0.25,0.3333333333333333,2.1666666666666665,1.35,-0.8166666666666664,1.0166666666666668,-0.06666666666666665,-0.5,-0.25,0.26666666666666666,0.5,0.25,not_working
openai-gpt-oss-20b,GAIA_dedup,2713fa0aa73f0c5a8b480f026c21a547,0.75,0.5,0.2,0.2222222222222222,0.0,0.0,0.8,0.0,0.0,1.45,0.2222222222222222,0.8,0.5777777777777778,-0.6499999999999999,0.5777777777777778,0.0,0.0,0.050000000000000044,-0.5,-0.2,neutral
openai-gpt-oss-20b,GAIA_dedup,27a6c5ebc3311542156fdde857a0035f,0.5,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.5,0.0,1.0,1.0,-1.5,1.0,0.0,0.0,0.5,-1.0,-1.0,neutral
openai-gpt-oss-20b,GAIA_dedup,2c77a8feec544cc61a00a387ad792a13,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.5,0.0,0.3333333333333333,0.0,0.7857142857142857,0.7857142857142857,0.4523809523809524,0.2857142857142857,0.5,0.0,-0.047619047619047616,0.5,0.0,working
openai-gpt-oss-20b,GAIA_dedup,3215fc75e81bdb73706a4fb37b66427f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,working
openai-gpt-oss-20b,GAIA_dedup,3637c5845140adbf29c565923c20e94d,0.4444444444444444,0.0,0.0,0.3333333333333333,0.0,0.0,0.25,1.0,0.0,0.4444444444444444,0.3333333333333333,1.25,0.9166666666666667,0.8055555555555556,-0.08333333333333331,1.0,0.0,-0.19444444444444442,1.0,0.0,working
openai-gpt-oss-20b,GAIA_dedup,41b597524173272503073a0799ac523c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral
openai-gpt-oss-20b,GAIA_dedup,4514626d62ed350ee7878c03f51bbe68,0.5,0.0,0.0,0.4,0.0,0.0,0.4,0.0,0.0,0.5,0.4,0.4,0.0,-0.09999999999999998,0.0,0.0,0.0,-0.09999999999999998,0.0,0.0,neutral
openai-gpt-oss-20b,GAIA_dedup,4a8d094e92433f1ba1da21f602c417d9,0.0,0.0,0.0,0.25,0.0,0.0,0.4444444444444444,0.5,0.3333333333333333,0.0,0.25,1.2777777777777777,1.0277777777777777,1.2777777777777777,0.19444444444444442,0.5,0.3333333333333333,0.4444444444444444,0.5,0.3333333333333333,working
openai-gpt-oss-20b,GAIA_dedup,4ae16319f0de44a7d1e84595b41ae08d,0.5714285714285714,0.0,0.0,0.0,1.0,0.0,0.4444444444444444,0.0,0.0,0.5714285714285714,1.0,0.4444444444444444,-0.5555555555555556,-0.12698412698412698,0.4444444444444444,-1.0,0.0,-0.12698412698412698,0.0,0.0,not_working
openai-gpt-oss-20b,GAIA_dedup,4c79c8ba0cf1e8fcb1c408d53016c560,0.6,0.5,0.0,0.2857142857142857,0.0,0.0,0.6,0.5,0.6,1.1,0.2857142857142857,1.7000000000000002,1.4142857142857146,0.6000000000000001,0.3142857142857143,0.5,0.6,0.0,0.0,0.6,working
openai-gpt-oss-20b,GAIA_dedup,512475a321c616e45337da3575f6a185,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.36363636363636365,0.0,0.0,0.18181818181818182,0.0,0.36363636363636365,0.36363636363636365,0.18181818181818182,0.36363636363636365,0.0,0.0,0.18181818181818182,0.0,0.0,working
openai-gpt-oss-20b,GAIA_dedup,53dba4241b22d5039c9c119871c7c8b4,0.4,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.4,0.0,0.5714285714285714,0.5714285714285714,0.17142857142857137,0.5714285714285714,0.0,0.0,0.17142857142857137,0.0,0.0,working
openai-gpt-oss-20b,GAIA_dedup,5b5a35053775cbf29701c171e6675853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neutral
openai-gpt-oss-20b,GAIA_dedup,5ec1cd43eb8ae4094e93a4892ff0f06f,0.75,0.0,0.0,0.5714285714285714,0.5,0.2,0.6,0.5,0.2,0.75,1.2714285714285714,1.3,0.028571428571428692,0.55,0.02857142857142858,0.0,0.0,-0.15000000000000002,0.5,0.2,working
openai-gpt-oss-20b,GAIA_dedup,62df2a06b647ca730391602dbf62f843,0.5714285714285714,0.0,0.0,0.5454545454545454,1.0,0.25,0.5454545454545454,0.0,0.0,0.5714285714285714,1.7954545454545454,0.5454545454545454,-1.25,-0.025974025974025983,0.0,-1.0,-0.25,-0.025974025974025983,0.0,0.0,not_working
openai-gpt-oss-20b,GAIA_dedup,63ac9e03bf750e58eecbc5b148d8d215,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,neutral
openai-gpt-oss-20b,GAIA_dedup,6d5b91f06e5a7377d4798be65fe46e97,0.5714285714285714,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.5714285714285714,0.3333333333333333,0.0,1.2380952380952381,0.3333333333333333,0.9047619047619047,0.5714285714285714,-0.3333333333333335,0.23809523809523808,0.3333333333333333,0.0,0.0,-0.3333333333333333,0.0,neutral
