model,split,trace_id,base_wf1,base_loc,base_joint,causal_wf1,causal_loc,causal_joint,corr_wf1,corr_loc,corr_joint,delta_corr_vs_causal,delta_corr_vs_base,delta_wf1_vs_causal,delta_loc_vs_causal,delta_joint_vs_causal,bucket
GPT-oss-120B,GAIA_dedup,0adc4f3b99d9564d32811e913cc9d248,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,working
GPT-oss-120B,GAIA_dedup,f5a297c9b9bc74ca0b1060b1c4c99c0f,0.5714285714285714,0.3333333333333333,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.8571428571428571,-0.04761904761904756,0.8571428571428571,0.0,0.0,neutral
GPT-oss-120B,GAIA_dedup,27a6c5ebc3311542156fdde857a0035f,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.0,1.6666666666666665,1.6666666666666665,0.6666666666666666,1.0,0.0,working
GPT-oss-120B,GAIA_dedup,63ac9e03bf750e58eecbc5b148d8d215,0.4,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,0.6,0.5,0.5,0.0,working
GPT-oss-120B,GAIA_dedup,aa76e85e274bb7187a186c5ed9c90b43,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.0,working
GPT-oss-120B,GAIA_dedup,512475a321c616e45337da3575f6a185,0.2,0.0,0.0,0.0,0.0,0.0,0.46153846153846156,0.0,0.0,0.46153846153846156,0.26153846153846155,0.46153846153846156,0.0,0.0,working
GPT-oss-120B,GAIA_dedup,387546b0d3e81503bd8d392c6f1b6b25,0.2222222222222222,0.0,0.0,0.16666666666666666,0.0,0.0,0.6153846153846154,0.4,0.0,0.8487179487179487,0.7931623931623931,0.4487179487179488,0.4,0.0,working
GPT-oss-120B,GAIA_dedup,3215fc75e81bdb73706a4fb37b66427f,0.0,0.0,0.0,0.0,1.0,0.0,0.4,1.0,0.0,0.3999999999999999,1.4,0.4,0.0,0.0,working
GPT-oss-120B,GAIA_dedup,e6ca28af6722fc00fc7294d1b291bea4,0.0,1.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.4,-0.6,0.4,0.0,0.0,neutral
GPT-oss-120B,SWE_Bench_dedup,8fa1892f94c9cfd3b66e60b5571cdc86,0.3333333333333333,0.14285714285714285,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,-0.14285714285714285,0.3333333333333333,0.0,0.0,neutral
GPT-oss-120B,SWE_Bench_dedup,fdaf88f3c0437bf27438b60ba4102c8a,0.5,0.0,0.0,0.25,0.0,0.0,0.5714285714285714,0.0,0.0,0.3214285714285714,0.0714285714285714,0.3214285714285714,0.0,0.0,working
GPT-oss-120B,SWE_Bench_dedup,7930cbe4edc3f5ebec88c6c1b8bb4fb9,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.0,0.0,working
GPT-oss-120B,GAIA_dedup,4c79c8ba0cf1e8fcb1c408d53016c560,0.5,0.5,0.0,0.4,0.5,0.2,0.6666666666666666,0.5,0.0,0.06666666666666643,0.16666666666666652,0.2666666666666666,0.0,-0.2,working
GPT-oss-120B,GAIA_dedup,5dc4cf8d5175f2782f46265456998d39,0.2222222222222222,0.5,0.16666666666666666,0.0,0.5,0.0,0.25,0.0,0.0,-0.25,-0.6388888888888888,0.25,-0.5,0.0,not_working
GPT-oss-120B,SWE_Bench_dedup,e7bdf7bbf6b931c3be95afe323704041,0.2,0.2222222222222222,0.0,0.18181818181818182,0.0,0.0,0.42857142857142855,0.0,0.0,0.24675324675324672,0.006349206349206327,0.24675324675324672,0.0,0.0,working
GPT-oss-120B,GAIA_dedup,6f0ede30602ae3fe2ced3f9fabb008a6,0.5714285714285714,0.0,0.0,0.6666666666666666,1.0,0.5,0.8888888888888888,1.0,1.0,0.7222222222222223,2.317460317460317,0.2222222222222222,0.0,0.5,working
GPT-oss-120B,GAIA_dedup,f75d18151ad96809e922a80ebe2a171e,0.2857142857142857,0.5,0.0,0.4444444444444444,0.0,0.0,0.6666666666666666,0.0,0.0,0.2222222222222222,-0.11904761904761907,0.2222222222222222,0.0,0.0,neutral
GPT-oss-120B,GAIA_dedup,fcdcb46c7df316b571138b53bd3c822a,0.4,0.0,0.0,0.2857142857142857,0.0,0.0,0.5,0.3333333333333333,0.2,0.7476190476190475,0.6333333333333332,0.2142857142857143,0.3333333333333333,0.2,working
GPT-oss-120B,SWE_Bench_dedup,cc73c286ecf30f00343373faed722f29,0.2857142857142857,0.16666666666666666,0.0,0.2857142857142857,0.0,0.0,0.5,0.0,0.0,0.2142857142857143,0.04761904761904767,0.2142857142857143,0.0,0.0,working
GPT-oss-120B,SWE_Bench_dedup,58bfe9dde723516f4d9366eb6b4b6388,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,-0.1333333333333333,0.2,0.0,0.0,neutral
GPT-oss-120B,GAIA_dedup,2713fa0aa73f0c5a8b480f026c21a547,0.8888888888888888,0.5,0.2,0.8,0.5,0.0,1.0,1.0,0.2,0.9000000000000001,0.6111111111111114,0.19999999999999996,0.5,0.2,working
GPT-oss-120B,GAIA_dedup,e491d73ca2fd8a2a6f8984feb1c408a3,0.3333333333333333,0.0,0.0,0.3076923076923077,0.5,0.14285714285714285,0.5,0.5,0.2857142857142857,0.3351648351648351,0.9523809523809523,0.1923076923076923,0.0,0.14285714285714285,working
GPT-oss-120B,GAIA_dedup,3acaa3150977e199eddb95c64f2ada2e,0.0,0.0,0.0,0.25,0.0,0.0,0.42857142857142855,0.2,0.0,0.37857142857142856,0.6285714285714286,0.17857142857142855,0.2,0.0,working
GPT-oss-120B,SWE_Bench_dedup,c104d0e28f4f8dddeea1dd90b4138e5a,0.5,0.0,0.0,0.4,0.0,0.0,0.5714285714285714,0.3333333333333333,0.0,0.5047619047619046,0.40476190476190466,0.17142857142857137,0.3333333333333333,0.0,working
GPT-oss-120B,GAIA_dedup,9ec7d4a8ab8c74ab56361ef29d1b1660,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0,0.0,0.8333333333333334,0.0,0.0,0.16666666666666674,0.16666666666666674,0.16666666666666674,0.0,0.0,working
GPT-oss-120B,GAIA_dedup,41b597524173272503073a0799ac523c,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.5,0.0,0.0,-0.8333333333333333,0.5,0.16666666666666669,-1.0,0.0,not_working
GPT-oss-120B,GAIA_dedup,9e67afe0ff4eca1558073c2e5cfbf876,0.5714285714285714,0.0,0.0,0.3333333333333333,0.0,0.0,0.5,0.5,0.5,1.1666666666666667,0.9285714285714286,0.16666666666666669,0.5,0.5,working
GPT-oss-120B,GAIA_dedup,b810534e7915119254ea6977a72493ae,0.5714285714285714,0.5,0.0,0.5,0.5,0.5,0.6666666666666666,1.0,0.25,0.4166666666666665,0.8452380952380951,0.16666666666666663,0.5,-0.25,working
GPT-oss-120B,GAIA_dedup,2c77a8feec544cc61a00a387ad792a13,0.0,0.5,0.0,0.0,0.5,0.0,0.15384615384615385,0.5,0.0,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.0,0.0,working
GPT-oss-120B,GAIA_dedup,21f0c6c8d76ac61f4388f36ddffe1c38,0.2222222222222222,0.0,0.0,0.36363636363636365,0.0,0.0,0.5,0.0,0.0,0.13636363636363635,0.2777777777777778,0.13636363636363635,0.0,0.0,working
GPT-oss-120B,GAIA_dedup,ae345023ab5e1c09d49c2b2c6e311877,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0,0.0,0.8,0.0,0.0,0.13333333333333341,0.13333333333333341,0.13333333333333341,0.0,0.0,working
GPT-oss-120B,GAIA_dedup,1dd91d388cb4889e6c1f5ea5ca06bce6,0.2,1.0,0.2,0.5,1.0,0.2,0.6153846153846154,1.0,0.6,0.5153846153846156,0.8153846153846156,0.11538461538461542,0.0,0.39999999999999997,working
GPT-oss-120B,GAIA_dedup,62df2a06b647ca730391602dbf62f843,0.2857142857142857,1.0,0.25,0.5,0.0,0.0,0.6153846153846154,0.0,0.0,0.11538461538461542,-0.9203296703296702,0.11538461538461542,0.0,0.0,neutral
