Weighted F1: 0.0000
Average Location Accuracy: 0.0000
Average Location-Category Joint Accuracy: 0.0000

Score Correlations (Pearson r):
--------------------------------------------------------------------------------
Score Type                Correlation     p-value         N         
--------------------------------------------------------------------------------
reliability                       -0.5000          0.6667 3         
security                              nan             nan 3         
instruction_adherence              0.5000          0.6667 3         
plan_optimization                  0.0000          1.0000 3         
overall                            0.0307          0.9804 3         

Per-Category Statistics:
--------------------------------------------------------------------------------
Category                                 Precision  Recall     F1         Support   
--------------------------------------------------------------------------------
Language-only                            0.0000     0.0000     0.0000     14        
Tool-related                             0.0000     0.0000     0.0000     4         
Poor Information Retrieval               0.0000     0.0000     0.0000     11        
Incorrect Memory Usage                   0.0000     0.0000     0.0000     2         
Tool Output Misinterpretation            0.0000     0.0000     0.0000     1         
Incorrect Problem Identification         0.0000     0.0000     0.0000     9         
Formatting Errors                        0.0000     0.0000     0.0000     36        
Instruction Non-compliance               0.0000     0.0000     0.0000     34        
Resource Exhaustion                      0.0000     0.0000     0.0000     1         
Context Handling Failures                0.0000     0.0000     0.0000     32        
Resource Abuse                           0.0000     0.0000     0.0000     17        
Goal Deviation                           0.0000     0.0000     0.0000     3         
Task Orchestration                       0.0000     0.0000     0.0000     6         
