Weighted F1: 0.1123
Average Location Accuracy: 0.0152
Average Location-Category Joint Accuracy: 0.0032

Score Correlations (Pearson r):
--------------------------------------------------------------------------------
Score Type                Correlation     p-value         N         
--------------------------------------------------------------------------------
reliability                        0.7029          0.0000 75        
security                              nan             nan 75        
instruction_adherence              0.3105          0.0067 75        
plan_optimization                  0.3898          0.0005 75        
overall                            0.6112          0.0000 75        

Per-Category Statistics:
--------------------------------------------------------------------------------
Category                                 Precision  Recall     F1         Support   
--------------------------------------------------------------------------------
Language-only                            0.5122     0.5000     0.5060     42        
Tool-related                             0.5000     0.0270     0.0513     37        
Poor Information Retrieval               0.0000     0.0000     0.0000     22        
Tool Output Misinterpretation            0.0000     0.0000     0.0000     17        
Incorrect Problem Identification         0.3333     0.0500     0.0870     20        
Tool Selection Errors                    0.5000     0.2750     0.3548     40        
Formatting Errors                        0.5000     0.0385     0.0714     52        
Instruction Non-compliance               0.3333     0.0182     0.0345     55        
Tool Definition Issues                   0.0000     0.0000     0.0000     3         
Environment Setup Errors                 1.0000     0.1111     0.2000     9         
Authentication Errors                    0.0000     0.0000     0.0000     6         
Service Errors                           0.0000     0.0000     0.0000     2         
Resource Not Found                       0.0000     0.0000     0.0000     4         
Resource Exhaustion                      1.0000     0.5000     0.6667     2         
Timeout Issues                           0.0000     0.0000     0.0000     2         
Context Handling Failures                0.0000     0.0000     0.0000     27        
Resource Abuse                           0.3333     0.0333     0.0606     30        
Goal Deviation                           0.6667     0.0299     0.0571     67        
Task Orchestration                       0.0000     0.0000     0.0000     39        
