Weighted F1: 0.3134
Average Location Accuracy: 0.2387
Average Location-Category Joint Accuracy: 0.0942

Score Correlations (Pearson r):
--------------------------------------------------------------------------------
Score Type                Correlation     p-value         N         
--------------------------------------------------------------------------------
reliability                        0.6115          0.0000 87        
security                              nan             nan 87        
instruction_adherence              0.1825          0.0907 87        
plan_optimization                  0.3631          0.0005 87        
overall                            0.4718          0.0000 87        

Per-Category Statistics:
--------------------------------------------------------------------------------
Category                                 Precision  Recall     F1         Support   
--------------------------------------------------------------------------------
Language-only                            0.4754     0.6905     0.5631     42        
Tool-related                             0.4667     0.1892     0.2692     37        
Poor Information Retrieval               0.0800     0.0909     0.0851     22        
Tool Output Misinterpretation            0.0500     0.0588     0.0541     17        
Incorrect Problem Identification         0.1364     0.1500     0.1429     20        
Tool Selection Errors                    0.4085     0.7250     0.5225     40        
Formatting Errors                        0.2647     0.1731     0.2093     52        
Instruction Non-compliance               0.4815     0.4727     0.4771     55        
Tool Definition Issues                   1.0000     0.3333     0.5000     3         
Environment Setup Errors                 0.0000     0.0000     0.0000     9         
Authentication Errors                    0.0000     0.0000     0.0000     6         
Service Errors                           0.0000     0.0000     0.0000     2         
Resource Not Found                       0.1667     0.2500     0.2000     4         
Resource Exhaustion                      1.0000     0.5000     0.6667     2         
Timeout Issues                           0.0000     0.0000     0.0000     2         
Context Handling Failures                0.1667     0.0741     0.1026     27        
Resource Abuse                           0.1538     0.0667     0.0930     30        
Goal Deviation                           0.6324     0.6418     0.6370     67        
Task Orchestration                       0.0000     0.0000     0.0000     39        
