Weighted F1: 0.2260
Average Location Accuracy: 0.2103
Average Location-Category Joint Accuracy: 0.0400

Score Correlations (Pearson r):
--------------------------------------------------------------------------------
Score Type                Correlation     p-value         N         
--------------------------------------------------------------------------------
reliability                        0.4110          0.0004 71        
security                              nan             nan 71        
instruction_adherence              0.2617          0.0275 71        
plan_optimization                  0.3758          0.0012 71        
overall                            0.4327          0.0002 71        

Per-Category Statistics:
--------------------------------------------------------------------------------
Category                                 Precision  Recall     F1         Support   
--------------------------------------------------------------------------------
Language-only                            0.6667     0.2857     0.4000     42        
Tool-related                             0.4500     0.2432     0.3158     37        
Poor Information Retrieval               0.0000     0.0000     0.0000     22        
Tool Output Misinterpretation            0.0345     0.0588     0.0435     17        
Incorrect Problem Identification         0.1176     0.1000     0.1081     20        
Tool Selection Errors                    0.4107     0.5750     0.4792     40        
Formatting Errors                        0.2222     0.0385     0.0656     52        
Instruction Non-compliance               0.5862     0.6182     0.6018     55        
Tool Definition Issues                   0.0000     0.0000     0.0000     3         
Environment Setup Errors                 0.0000     0.0000     0.0000     9         
Authentication Errors                    0.0000     0.0000     0.0000     6         
Service Errors                           0.0000     0.0000     0.0000     2         
Resource Not Found                       0.1429     0.2500     0.1818     4         
Resource Exhaustion                      1.0000     0.5000     0.6667     2         
Timeout Issues                           1.0000     0.5000     0.6667     2         
Context Handling Failures                0.0000     0.0000     0.0000     27        
Resource Abuse                           0.0385     0.0667     0.0488     30        
Goal Deviation                           0.9000     0.1343     0.2338     67        
Task Orchestration                       0.0000     0.0000     0.0000     39        
