Weighted F1: 0.1425
Average Location Accuracy: 0.0483
Average Location-Category Joint Accuracy: 0.0121

Score Correlations (Pearson r):
--------------------------------------------------------------------------------
Score Type                Correlation     p-value         N         
--------------------------------------------------------------------------------
reliability                        0.6372          0.0000 87        
security                              nan             nan 86        
instruction_adherence              0.2546          0.0180 86        
plan_optimization                  0.4589          0.0000 85        
overall                            0.5517          0.0000 86        

Per-Category Statistics:
--------------------------------------------------------------------------------
Category                                 Precision  Recall     F1         Support   
--------------------------------------------------------------------------------
Language-only                            0.3889     0.3333     0.3590     42        
Tool-related                             0.5714     0.1081     0.1818     37        
Poor Information Retrieval               0.2857     0.1818     0.2222     22        
Tool Output Misinterpretation            0.1667     0.0588     0.0870     17        
Incorrect Problem Identification         0.0000     0.0000     0.0000     20        
Tool Selection Errors                    0.3846     0.2500     0.3030     40        
Formatting Errors                        0.5000     0.0577     0.1034     52        
Instruction Non-compliance               0.5000     0.0182     0.0351     55        
Tool Definition Issues                   0.6667     0.6667     0.6667     3         
Environment Setup Errors                 1.0000     0.1111     0.2000     9         
Authentication Errors                    1.0000     0.1667     0.2857     6         
Service Errors                           0.0000     0.0000     0.0000     2         
Resource Not Found                       0.1250     0.2500     0.1667     4         
Resource Exhaustion                      1.0000     0.5000     0.6667     2         
Timeout Issues                           0.5000     0.5000     0.5000     2         
Context Handling Failures                0.0000     0.0000     0.0000     27        
Resource Abuse                           0.6250     0.1667     0.2632     30        
Goal Deviation                           0.6667     0.0299     0.0571     67        
Task Orchestration                       0.0000     0.0000     0.0000     39        
