Weighted F1: 0.0921
Average Location Accuracy: 0.0101
Average Location-Category Joint Accuracy: 0.0000

Score Correlations (Pearson r):
--------------------------------------------------------------------------------
Score Type                Correlation     p-value         N         
--------------------------------------------------------------------------------
reliability                        0.4351          0.0711 18        
security                              nan             nan 18        
instruction_adherence              0.1258          0.6188 18        
plan_optimization                  0.2671          0.2840 18        
overall                            0.2644          0.2890 18        

Per-Category Statistics:
--------------------------------------------------------------------------------
Category                                 Precision  Recall     F1         Support   
--------------------------------------------------------------------------------
Language-only                            0.0000     0.0000     0.0000     14        
Tool-related                             0.0000     0.0000     0.0000     4         
Poor Information Retrieval               0.4000     0.1818     0.2500     11        
Incorrect Memory Usage                   0.0000     0.0000     0.0000     2         
Tool Output Misinterpretation            0.0000     0.0000     0.0000     1         
Incorrect Problem Identification         0.1667     0.1111     0.1333     9         
Formatting Errors                        0.7500     0.1667     0.2727     36        
Instruction Non-compliance               0.5000     0.0294     0.0556     34        
Resource Exhaustion                      0.0000     0.0000     0.0000     1         
Context Handling Failures                0.0000     0.0000     0.0000     32        
Resource Abuse                           0.0000     0.0000     0.0000     17        
Goal Deviation                           0.0000     0.0000     0.0000     3         
Task Orchestration                       0.0000     0.0000     0.0000     6         
