Weighted F1: 0.2639
Average Location Accuracy: 0.1813
Average Location-Category Joint Accuracy: 0.0677

Score Correlations (Pearson r):
--------------------------------------------------------------------------------
Score Type                Correlation     p-value         N         
--------------------------------------------------------------------------------
reliability                        0.6692          0.0000 77        
security                              nan             nan 77        
instruction_adherence              0.3032          0.0074 77        
plan_optimization                  0.4749          0.0000 77        
overall                            0.5904          0.0000 77        

Per-Category Statistics:
--------------------------------------------------------------------------------
Category                                 Precision  Recall     F1         Support   
--------------------------------------------------------------------------------
Language-only                            0.5333     0.5714     0.5517     42        
Tool-related                             0.6667     0.0541     0.1000     37        
Poor Information Retrieval               0.0526     0.0455     0.0488     22        
Tool Output Misinterpretation            0.1000     0.0588     0.0741     17        
Incorrect Problem Identification         0.0909     0.0500     0.0645     20        
Tool Selection Errors                    0.4265     0.7250     0.5370     40        
Formatting Errors                        0.3333     0.0962     0.1493     52        
Instruction Non-compliance               0.5536     0.5636     0.5586     55        
Tool Definition Issues                   0.1111     0.3333     0.1667     3         
Environment Setup Errors                 0.0000     0.0000     0.0000     9         
Authentication Errors                    0.0000     0.0000     0.0000     6         
Service Errors                           0.0000     0.0000     0.0000     2         
Resource Not Found                       0.2500     0.2500     0.2500     4         
Resource Exhaustion                      1.0000     0.5000     0.6667     2         
Timeout Issues                           1.0000     0.5000     0.6667     2         
Context Handling Failures                0.0000     0.0000     0.0000     27        
Resource Abuse                           0.5000     0.0667     0.1176     30        
Goal Deviation                           0.8750     0.2090     0.3373     67        
Task Orchestration                       0.3333     0.0769     0.1250     39        
