Weighted F1: 0.0397
Average Location Accuracy: 0.0240
Average Location-Category Joint Accuracy: 0.0056

Score Correlations (Pearson r):
--------------------------------------------------------------------------------
Score Type                Correlation     p-value         N         
--------------------------------------------------------------------------------
reliability                        0.7775          0.0137 9         
security                              nan             nan 9         
instruction_adherence              0.0241          0.9510 9         
plan_optimization                  0.4685          0.2033 9         
overall                            0.4743          0.1971 9         

Per-Category Statistics:
--------------------------------------------------------------------------------
Category                                 Precision  Recall     F1         Support   
--------------------------------------------------------------------------------
Language-only                            1.0000     0.0238     0.0465     42        
Tool-related                             0.0000     0.0000     0.0000     37        
Poor Information Retrieval               0.2500     0.0455     0.0769     22        
Tool Output Misinterpretation            0.0000     0.0000     0.0000     17        
Incorrect Problem Identification         0.0000     0.0000     0.0000     20        
Tool Selection Errors                    0.5000     0.0250     0.0476     40        
Formatting Errors                        1.0000     0.0577     0.1091     52        
Instruction Non-compliance               0.0000     0.0000     0.0000     55        
Tool Definition Issues                   0.0000     0.0000     0.0000     3         
Environment Setup Errors                 0.0000     0.0000     0.0000     9         
Authentication Errors                    0.0000     0.0000     0.0000     6         
Service Errors                           0.0000     0.0000     0.0000     2         
Resource Not Found                       0.0000     0.0000     0.0000     4         
Resource Exhaustion                      0.0000     0.0000     0.0000     2         
Timeout Issues                           0.0000     0.0000     0.0000     2         
Context Handling Failures                0.0000     0.0000     0.0000     27        
Resource Abuse                           1.0000     0.0333     0.0645     30        
Goal Deviation                           1.0000     0.0448     0.0857     67        
Task Orchestration                       0.0000     0.0000     0.0000     39        
