Weighted F1: 0.3581
Average Location Accuracy: 0.5235
Average Location-Category Joint Accuracy: 0.0924

Score Correlations (Pearson r):
--------------------------------------------------------------------------------
Score Type                Correlation     p-value         N         
--------------------------------------------------------------------------------
reliability                        0.4382          0.0154 30        
security                              nan             nan 30        
instruction_adherence              0.0292          0.8782 30        
plan_optimization                  0.3156          0.0894 30        
overall                            0.2145          0.2549 30        

Per-Category Statistics:
--------------------------------------------------------------------------------
Category                                 Precision  Recall     F1         Support   
--------------------------------------------------------------------------------
Language-only                            0.0000     0.0000     0.0000     14        
Tool-related                             0.0000     0.0000     0.0000     4         
Poor Information Retrieval               0.2759     0.7273     0.4000     11        
Incorrect Memory Usage                   0.0000     0.0000     0.0000     2         
Tool Output Misinterpretation            0.0417     1.0000     0.0800     1         
Incorrect Problem Identification         0.2609     0.6667     0.3750     9         
Formatting Errors                        0.8571     0.6667     0.7500     36        
Instruction Non-compliance               1.0000     0.3824     0.5532     34        
Resource Exhaustion                      0.0000     0.0000     0.0000     1         
Context Handling Failures                0.8000     0.1250     0.2162     32        
Resource Abuse                           0.0000     0.0000     0.0000     17        
Goal Deviation                           0.0588     0.3333     0.1000     3         
Task Orchestration                       0.0000     0.0000     0.0000     6         
