Weighted F1: 0.3156
Average Location Accuracy: 0.2750
Average Location-Category Joint Accuracy: 0.0575

Score Correlations (Pearson r):
--------------------------------------------------------------------------------
Score Type                Correlation     p-value         N         
--------------------------------------------------------------------------------
reliability                        0.1541          0.0985 116       
security                              nan             nan 116       
instruction_adherence              0.0335          0.7212 116       
plan_optimization                  0.3162          0.0005 116       
overall                            0.1718          0.0651 116       

Per-Category Statistics:
--------------------------------------------------------------------------------
Category                                 Precision  Recall     F1         Support   
--------------------------------------------------------------------------------
Language-only                            0.4384     0.7619     0.5565     42        
Tool-related                             0.4118     0.5676     0.4773     37        
Poor Information Retrieval               0.3333     0.2727     0.3000     22        
Tool Output Misinterpretation            0.0600     0.1765     0.0896     17        
Incorrect Problem Identification         0.0000     0.0000     0.0000     20        
Tool Selection Errors                    0.2162     0.2000     0.2078     40        
Formatting Errors                        0.6786     0.3654     0.4750     52        
Instruction Non-compliance               1.0000     0.0545     0.1034     55        
Tool Definition Issues                   0.0000     0.0000     0.0000     3         
Environment Setup Errors                 0.0000     0.0000     0.0000     9         
Authentication Errors                    0.0000     0.0000     0.0000     6         
Service Errors                           0.0000     0.0000     0.0000     2         
Resource Not Found                       0.1667     0.2500     0.2000     4         
Resource Exhaustion                      0.0000     0.0000     0.0000     2         
Timeout Issues                           0.0000     0.0000     0.0000     2         
Context Handling Failures                0.0000     0.0000     0.0000     27        
Resource Abuse                           0.4800     0.8000     0.6000     30        
Goal Deviation                           0.7143     0.5970     0.6504     67        
Task Orchestration                       0.0000     0.0000     0.0000     39        
