Weighted F1: 0.2750
Average Location Accuracy: 0.3014
Average Location-Category Joint Accuracy: 0.0946

Score Correlations (Pearson r):
--------------------------------------------------------------------------------
Score Type                Correlation     p-value         N         
--------------------------------------------------------------------------------
reliability                        0.3765          0.0000 113       
security                              nan             nan 113       
instruction_adherence              0.0046          0.9612 113       
plan_optimization                  0.4360          0.0000 113       
overall                            0.3435          0.0002 113       

Per-Category Statistics:
--------------------------------------------------------------------------------
Category                                 Precision  Recall     F1         Support   
--------------------------------------------------------------------------------
Language-only                            0.4667     0.5000     0.4828     42        
Tool-related                             0.4286     0.1622     0.2353     37        
Poor Information Retrieval               0.3846     0.6818     0.4918     22        
Tool Output Misinterpretation            0.1750     0.4118     0.2456     17        
Incorrect Problem Identification         0.2308     0.1500     0.1818     20        
Tool Selection Errors                    0.4286     0.3750     0.4000     40        
Formatting Errors                        0.2759     0.1538     0.1975     52        
Instruction Non-compliance               0.5556     0.1818     0.2740     55        
Tool Definition Issues                   0.0000     0.0000     0.0000     3         
Environment Setup Errors                 0.0000     0.0000     0.0000     9         
Authentication Errors                    0.7500     0.5000     0.6000     6         
Service Errors                           1.0000     0.5000     0.6667     2         
Resource Not Found                       0.3333     0.7500     0.4615     4         
Resource Exhaustion                      0.0000     0.0000     0.0000     2         
Timeout Issues                           1.0000     0.5000     0.6667     2         
Context Handling Failures                0.0000     0.0000     0.0000     27        
Resource Abuse                           1.0000     0.2000     0.3333     30        
Goal Deviation                           0.6957     0.2388     0.3556     67        
Task Orchestration                       0.0000     0.0000     0.0000     39        
