Weighted F1: 0.2934
Average Location Accuracy: 0.2317
Average Location-Category Joint Accuracy: 0.0625

Score Correlations (Pearson r):
--------------------------------------------------------------------------------
Score Type                Correlation     p-value         N         
--------------------------------------------------------------------------------
reliability                        0.4697          0.0000 95        
security                              nan             nan 95        
instruction_adherence              0.1655          0.1091 95        
plan_optimization                  0.4077          0.0000 95        
overall                            0.4125          0.0000 95        

Per-Category Statistics:
--------------------------------------------------------------------------------
Category                                 Precision  Recall     F1         Support   
--------------------------------------------------------------------------------
Language-only                            0.4583     0.2619     0.3333     42        
Tool-related                             0.3846     0.1351     0.2000     37        
Poor Information Retrieval               0.2353     0.5455     0.3288     22        
Tool Output Misinterpretation            0.2000     0.1765     0.1875     17        
Incorrect Problem Identification         0.0769     0.0500     0.0606     20        
Tool Selection Errors                    0.4250     0.4250     0.4250     40        
Formatting Errors                        0.5000     0.2500     0.3333     52        
Instruction Non-compliance               0.3226     0.1818     0.2326     55        
Tool Definition Issues                   0.3333     0.3333     0.3333     3         
Environment Setup Errors                 0.0000     0.0000     0.0000     9         
Authentication Errors                    0.5000     0.1667     0.2500     6         
Service Errors                           0.0000     0.0000     0.0000     2         
Resource Not Found                       0.0909     0.2500     0.1333     4         
Resource Exhaustion                      1.0000     1.0000     1.0000     2         
Timeout Issues                           0.0000     0.0000     0.0000     2         
Context Handling Failures                0.6667     0.0741     0.1333     27        
Resource Abuse                           0.5833     0.2333     0.3333     30        
Goal Deviation                           0.7059     0.5373     0.6102     67        
Task Orchestration                       0.0000     0.0000     0.0000     39        
