Weighted F1: 0.1500
Average Location Accuracy: 0.3764
Average Location-Category Joint Accuracy: 0.0129

Score Correlations (Pearson r):
--------------------------------------------------------------------------------
Score Type                Correlation     p-value         N         
--------------------------------------------------------------------------------
reliability                        0.2768          0.1387 30        
security                              nan             nan 30        
instruction_adherence              0.1345          0.4786 30        
plan_optimization                  0.3727          0.0425 30        
overall                            0.2302          0.2210 30        

Per-Category Statistics:
--------------------------------------------------------------------------------
Category                                 Precision  Recall     F1         Support   
--------------------------------------------------------------------------------
Language-only                            0.0000     0.0000     0.0000     14        
Tool-related                             0.0000     0.0000     0.0000     4         
Poor Information Retrieval               0.3000     0.2727     0.2857     11        
Incorrect Memory Usage                   0.0000     0.0000     0.0000     2         
Tool Output Misinterpretation            0.0400     1.0000     0.0769     1         
Incorrect Problem Identification         0.2308     0.3333     0.2727     9         
Formatting Errors                        0.8462     0.3056     0.4490     36        
Instruction Non-compliance               0.0000     0.0000     0.0000     34        
Resource Exhaustion                      0.0000     0.0000     0.0000     1         
Context Handling Failures                0.6667     0.0625     0.1143     32        
Resource Abuse                           0.0000     0.0000     0.0000     17        
Goal Deviation                           0.0000     0.0000     0.0000     3         
Task Orchestration                       0.0000     0.0000     0.0000     6         
