Weighted F1: 0.2245
Average Location Accuracy: 0.0421
Average Location-Category Joint Accuracy: 0.0099

Score Correlations (Pearson r):
--------------------------------------------------------------------------------
Score Type                Correlation     p-value         N         
--------------------------------------------------------------------------------
reliability                       -0.0313          0.8674 31        
security                              nan             nan 31        
instruction_adherence              0.1697          0.3614 31        
plan_optimization                 -0.0860          0.6456 31        
overall                            0.0504          0.7878 31        

Per-Category Statistics:
--------------------------------------------------------------------------------
Category                                 Precision  Recall     F1         Support   
--------------------------------------------------------------------------------
Language-only                            0.0000     0.0000     0.0000     14        
Tool-related                             0.0000     0.0000     0.0000     4         
Poor Information Retrieval               0.3529     0.5455     0.4286     11        
Incorrect Memory Usage                   0.0000     0.0000     0.0000     2         
Tool Output Misinterpretation            0.0000     0.0000     0.0000     1         
Incorrect Problem Identification         0.3333     0.4444     0.3810     9         
Formatting Errors                        0.8500     0.4722     0.6071     36        
Instruction Non-compliance               1.0000     0.0882     0.1622     34        
Resource Exhaustion                      0.0000     0.0000     0.0000     1         
Context Handling Failures                0.0000     0.0000     0.0000     32        
Resource Abuse                           0.5000     0.0588     0.1053     17        
Goal Deviation                           0.2500     0.3333     0.2857     3         
Task Orchestration                       0.0000     0.0000     0.0000     6         
