Weighted F1: 0.1348
Average Location Accuracy: 0.0403
Average Location-Category Joint Accuracy: 0.0038

Score Correlations (Pearson r):
--------------------------------------------------------------------------------
Score Type                Correlation     p-value         N         
--------------------------------------------------------------------------------
reliability                        0.6767          0.0000 88        
security                              nan             nan 88        
instruction_adherence              0.4689          0.0000 88        
plan_optimization                  0.5864          0.0000 88        
overall                            0.6529          0.0000 88        

Per-Category Statistics:
--------------------------------------------------------------------------------
Category                                 Precision  Recall     F1         Support   
--------------------------------------------------------------------------------
Language-only                            0.5385     0.1667     0.2545     42        
Tool-related                             0.3333     0.0270     0.0500     37        
Poor Information Retrieval               0.4000     0.0909     0.1481     22        
Tool Output Misinterpretation            0.2500     0.1176     0.1600     17        
Incorrect Problem Identification         0.1667     0.0500     0.0769     20        
Tool Selection Errors                    0.4528     0.6000     0.5161     40        
Formatting Errors                        0.5000     0.0769     0.1333     52        
Instruction Non-compliance               0.4615     0.1091     0.1765     55        
Tool Definition Issues                   0.0000     0.0000     0.0000     3         
Environment Setup Errors                 0.0000     0.0000     0.0000     9         
Authentication Errors                    0.0000     0.0000     0.0000     6         
Service Errors                           0.0000     0.0000     0.0000     2         
Resource Not Found                       0.0000     0.0000     0.0000     4         
Resource Exhaustion                      1.0000     1.0000     1.0000     2         
Timeout Issues                           0.0000     0.0000     0.0000     2         
Context Handling Failures                0.0000     0.0000     0.0000     27        
Resource Abuse                           0.2000     0.1333     0.1600     30        
Goal Deviation                           0.0000     0.0000     0.0000     67        
Task Orchestration                       0.0000     0.0000     0.0000     39        
