Weighted F1: 0.2295
Average Location Accuracy: 0.0031
Average Location-Category Joint Accuracy: 0.0000

Score Correlations (Pearson r):
--------------------------------------------------------------------------------
Score Type                Correlation     p-value         N         
--------------------------------------------------------------------------------
reliability                        0.6225          0.0044 19        
security                              nan             nan 19        
instruction_adherence              0.1418          0.5627 19        
plan_optimization                  0.5152          0.0240 19        
overall                            0.3816          0.1069 19        

Per-Category Statistics:
--------------------------------------------------------------------------------
Category                                 Precision  Recall     F1         Support   
--------------------------------------------------------------------------------
Language-only                            0.0000     0.0000     0.0000     14        
Tool-related                             0.0000     0.0000     0.0000     4         
Poor Information Retrieval               0.4000     0.1818     0.2500     11        
Incorrect Memory Usage                   0.0000     0.0000     0.0000     2         
Tool Output Misinterpretation            0.0000     0.0000     0.0000     1         
Incorrect Problem Identification         0.2941     0.5556     0.3846     9         
Formatting Errors                        0.8125     0.3611     0.5000     36        
Instruction Non-compliance               0.8571     0.1765     0.2927     34        
Resource Exhaustion                      0.0000     0.0000     0.0000     1         
Context Handling Failures                0.0000     0.0000     0.0000     32        
Resource Abuse                           0.3636     0.2353     0.2857     17        
Goal Deviation                           0.0000     0.0000     0.0000     3         
Task Orchestration                       0.0000     0.0000     0.0000     6         
