Weighted F1: 0.2444
Average Location Accuracy: 0.1133
Average Location-Category Joint Accuracy: 0.0523

Score Correlations (Pearson r):
--------------------------------------------------------------------------------
Score Type                Correlation     p-value         N         
--------------------------------------------------------------------------------
reliability                        0.3479          0.0010 87        
security                              nan             nan 87        
instruction_adherence              0.1845          0.0871 87        
plan_optimization                  0.3758          0.0003 87        
overall                            0.3312          0.0017 87        

Per-Category Statistics:
--------------------------------------------------------------------------------
Category                                 Precision  Recall     F1         Support   
--------------------------------------------------------------------------------
Language-only                            0.6667     0.1905     0.2963     42        
Tool-related                             0.3962     0.5676     0.4667     37        
Poor Information Retrieval               0.0000     0.0000     0.0000     22        
Tool Output Misinterpretation            0.0000     0.0000     0.0000     17        
Incorrect Problem Identification         0.1087     0.2500     0.1515     20        
Tool Selection Errors                    0.3409     0.3750     0.3571     40        
Formatting Errors                        0.2000     0.1154     0.1463     52        
Instruction Non-compliance               0.6200     0.5636     0.5905     55        
Tool Definition Issues                   0.0000     0.0000     0.0000     3         
Environment Setup Errors                 0.0000     0.0000     0.0000     9         
Authentication Errors                    1.0000     0.1667     0.2857     6         
Service Errors                           0.0000     0.0000     0.0000     2         
Resource Not Found                       0.1667     0.2500     0.2000     4         
Resource Exhaustion                      1.0000     0.5000     0.6667     2         
Timeout Issues                           0.0000     0.0000     0.0000     2         
Context Handling Failures                0.0000     0.0000     0.0000     27        
Resource Abuse                           0.1081     0.1333     0.1194     30        
Goal Deviation                           1.0000     0.1940     0.3250     67        
Task Orchestration                       0.0000     0.0000     0.0000     39        
