Weighted F1: 0.2350
Average Location Accuracy: 0.0542
Average Location-Category Joint Accuracy: 0.0130

Score Correlations (Pearson r):
--------------------------------------------------------------------------------
Score Type                Correlation     p-value         N         
--------------------------------------------------------------------------------
reliability                        0.4030          0.0871 19        
security                              nan             nan 19        
instruction_adherence             -0.2105          0.3871 19        
plan_optimization                  0.3281          0.1702 19        
overall                            0.1977          0.4172 19        

Per-Category Statistics:
--------------------------------------------------------------------------------
Category                                 Precision  Recall     F1         Support   
--------------------------------------------------------------------------------
Language-only                            0.0000     0.0000     0.0000     14        
Tool-related                             0.3333     0.2500     0.2857     4         
Poor Information Retrieval               0.4444     0.3636     0.4000     11        
Incorrect Memory Usage                   0.0000     0.0000     0.0000     2         
Tool Output Misinterpretation            0.0000     0.0000     0.0000     1         
Incorrect Problem Identification         0.5000     0.1111     0.1818     9         
Formatting Errors                        0.8182     0.2500     0.3830     36        
Instruction Non-compliance               0.6364     0.2059     0.3111     34        
Resource Exhaustion                      0.0000     0.0000     0.0000     1         
Context Handling Failures                0.0000     0.0000     0.0000     32        
Resource Abuse                           0.6000     0.3529     0.4444     17        
Goal Deviation                           0.2500     0.3333     0.2857     3         
Task Orchestration                       0.0000     0.0000     0.0000     6         
