Weighted F1: 0.1695
Average Location Accuracy: 0.0580
Average Location-Category Joint Accuracy: 0.0083

Score Correlations (Pearson r):
--------------------------------------------------------------------------------
Score Type                Correlation     p-value         N         
--------------------------------------------------------------------------------
reliability                        0.6446          0.0000 86        
security                              nan             nan 86        
instruction_adherence              0.3555          0.0008 86        
plan_optimization                  0.3156          0.0031 86        
overall                            0.5094          0.0000 86        

Per-Category Statistics:
--------------------------------------------------------------------------------
Category                                 Precision  Recall     F1         Support   
--------------------------------------------------------------------------------
Language-only                            0.4286     0.3571     0.3896     42        
Tool-related                             0.5000     0.1622     0.2449     37        
Poor Information Retrieval               0.2857     0.1818     0.2222     22        
Tool Output Misinterpretation            0.0000     0.0000     0.0000     17        
Incorrect Problem Identification         0.5000     0.0500     0.0909     20        
Tool Selection Errors                    0.3750     0.3750     0.3750     40        
Formatting Errors                        0.7500     0.0577     0.1071     52        
Instruction Non-compliance               0.6667     0.0364     0.0690     55        
Tool Definition Issues                   0.5000     0.3333     0.4000     3         
Environment Setup Errors                 0.6667     0.4444     0.5333     9         
Authentication Errors                    1.0000     0.1667     0.2857     6         
Service Errors                           0.0000     0.0000     0.0000     2         
Resource Not Found                       0.0000     0.0000     0.0000     4         
Resource Exhaustion                      1.0000     0.5000     0.6667     2         
Timeout Issues                           1.0000     0.5000     0.6667     2         
Context Handling Failures                0.0000     0.0000     0.0000     27        
Resource Abuse                           0.2857     0.0667     0.1081     30        
Goal Deviation                           0.6667     0.0896     0.1579     67        
Task Orchestration                       0.0000     0.0000     0.0000     39        
