Weighted F1: 0.3502
Average Location Accuracy: 0.0102
Average Location-Category Joint Accuracy: 0.0025

Score Correlations (Pearson r):
--------------------------------------------------------------------------------
Score Type                Correlation     p-value         N         
--------------------------------------------------------------------------------
reliability                        0.1322          0.5895 19        
security                              nan             nan 19        
instruction_adherence             -0.0681          0.7819 19        
plan_optimization                  0.1398          0.5680 19        
overall                            0.0304          0.9017 19        

Per-Category Statistics:
--------------------------------------------------------------------------------
Category                                 Precision  Recall     F1         Support   
--------------------------------------------------------------------------------
Language-only                            0.3333     0.1429     0.2000     14        
Tool-related                             0.3333     0.2500     0.2857     4         
Poor Information Retrieval               0.4000     0.5455     0.4615     11        
Incorrect Memory Usage                   0.0000     0.0000     0.0000     2         
Tool Output Misinterpretation            0.0000     0.0000     0.0000     1         
Incorrect Problem Identification         0.3333     0.3333     0.3333     9         
Formatting Errors                        0.7778     0.1944     0.3111     36        
Instruction Non-compliance               0.6667     0.2353     0.3478     34        
Resource Exhaustion                      0.0000     0.0000     0.0000     1         
Context Handling Failures                0.6667     0.3125     0.4255     32        
Resource Abuse                           0.5625     0.5294     0.5455     17        
Goal Deviation                           0.1429     0.3333     0.2000     3         
Task Orchestration                       0.1667     0.1667     0.1667     6         
