Weighted F1: 0.2771
Average Location Accuracy: 0.0178
Average Location-Category Joint Accuracy: 0.0028

Score Correlations (Pearson r):
--------------------------------------------------------------------------------
Score Type                Correlation     p-value         N         
--------------------------------------------------------------------------------
reliability                        0.2066          0.4263 17        
security                              nan             nan 17        
instruction_adherence              0.4060          0.1059 17        
plan_optimization                 -0.1195          0.6478 17        
overall                            0.0401          0.8786 17        

Per-Category Statistics:
--------------------------------------------------------------------------------
Category                                 Precision  Recall     F1         Support   
--------------------------------------------------------------------------------
Language-only                            0.0000     0.0000     0.0000     14        
Tool-related                             0.0000     0.0000     0.0000     4         
Poor Information Retrieval               0.2000     0.0909     0.1250     11        
Incorrect Memory Usage                   0.0000     0.0000     0.0000     2         
Tool Output Misinterpretation            0.0000     0.0000     0.0000     1         
Incorrect Problem Identification         0.3333     0.1111     0.1667     9         
Formatting Errors                        0.7692     0.2778     0.4082     36        
Instruction Non-compliance               0.8000     0.3529     0.4898     34        
Resource Exhaustion                      0.0000     0.0000     0.0000     1         
Context Handling Failures                0.7500     0.0938     0.1667     32        
Resource Abuse                           0.6000     0.3529     0.4444     17        
Goal Deviation                           0.0000     0.0000     0.0000     3         
Task Orchestration                       0.0000     0.0000     0.0000     6         
