Weighted F1: 0.1896
Average Location Accuracy: 0.0687
Average Location-Category Joint Accuracy: 0.0027

Score Correlations (Pearson r):
--------------------------------------------------------------------------------
Score Type                Correlation     p-value         N         
--------------------------------------------------------------------------------
reliability                        0.1813          0.0909 88        
security                              nan             nan 88        
instruction_adherence              0.3071          0.0036 88        
plan_optimization                  0.1024          0.3427 88        
overall                            0.1796          0.0940 88        

Per-Category Statistics:
--------------------------------------------------------------------------------
Category                                 Precision  Recall     F1         Support   
--------------------------------------------------------------------------------
Language-only                            0.4865     0.4286     0.4557     42        
Tool-related                             0.0000     0.0000     0.0000     37        
Poor Information Retrieval               0.2857     0.0909     0.1379     22        
Tool Output Misinterpretation            0.0333     0.0588     0.0426     17        
Incorrect Problem Identification         0.1094     0.3500     0.1667     20        
Tool Selection Errors                    0.3056     0.5500     0.3929     40        
Formatting Errors                        0.4074     0.2115     0.2785     52        
Instruction Non-compliance               0.5000     0.0909     0.1538     55        
Tool Definition Issues                   0.0000     0.0000     0.0000     3         
Environment Setup Errors                 0.0000     0.0000     0.0000     9         
Authentication Errors                    0.0000     0.0000     0.0000     6         
Service Errors                           0.0000     0.0000     0.0000     2         
Resource Not Found                       0.0000     0.0000     0.0000     4         
Resource Exhaustion                      0.0000     0.0000     0.0000     2         
Timeout Issues                           0.0000     0.0000     0.0000     2         
Context Handling Failures                0.0000     0.0000     0.0000     27        
Resource Abuse                           0.0952     0.0667     0.0784     30        
Goal Deviation                           0.5312     0.2537     0.3434     67        
Task Orchestration                       0.0000     0.0000     0.0000     39        
