Weighted F1: 0.1653
Average Location Accuracy: 0.0083
Average Location-Category Joint Accuracy: 0.0000

Score Correlations (Pearson r):
--------------------------------------------------------------------------------
Score Type                Correlation     p-value         N         
--------------------------------------------------------------------------------
reliability                        0.5737          0.0128 18        
security                              nan             nan 18        
instruction_adherence              0.1029          0.6844 18        
plan_optimization                  0.4644          0.0522 18        
overall                            0.6378          0.0044 18        

Per-Category Statistics:
--------------------------------------------------------------------------------
Category                                 Precision  Recall     F1         Support   
--------------------------------------------------------------------------------
Language-only                            0.3333     0.0714     0.1176     14        
Tool-related                             0.0000     0.0000     0.0000     4         
Poor Information Retrieval               0.3333     0.2727     0.3000     11        
Incorrect Memory Usage                   0.0000     0.0000     0.0000     2         
Tool Output Misinterpretation            0.0000     0.0000     0.0000     1         
Incorrect Problem Identification         0.0000     0.0000     0.0000     9         
Formatting Errors                        0.8571     0.1667     0.2791     36        
Instruction Non-compliance               0.0000     0.0000     0.0000     34        
Resource Exhaustion                      0.0000     0.0000     0.0000     1         
Context Handling Failures                0.7500     0.1875     0.3000     32        
Resource Abuse                           0.2857     0.1176     0.1667     17        
Goal Deviation                           0.1667     0.3333     0.2222     3         
Task Orchestration                       0.0000     0.0000     0.0000     6         
