Weighted F1: 0.3869
Average Location Accuracy: 0.2196
Average Location-Category Joint Accuracy: 0.0783

Score Correlations (Pearson r):
--------------------------------------------------------------------------------
Score Type                Correlation     p-value         N         
--------------------------------------------------------------------------------
reliability                        0.6256          0.0000 90        
security                              nan             nan 90        
instruction_adherence              0.1579          0.1372 90        
plan_optimization                  0.4944          0.0000 90        
overall                            0.5617          0.0000 90        

Per-Category Statistics:
--------------------------------------------------------------------------------
Category                                 Precision  Recall     F1         Support   
--------------------------------------------------------------------------------
Language-only                            0.4677     0.6905     0.5577     42        
Tool-related                             0.2667     0.1081     0.1538     37        
Poor Information Retrieval               0.2143     0.2727     0.2400     22        
Tool Output Misinterpretation            0.1471     0.2941     0.1961     17        
Incorrect Problem Identification         0.1000     0.1500     0.1200     20        
Tool Selection Errors                    0.3974     0.7750     0.5254     40        
Formatting Errors                        0.3000     0.1731     0.2195     52        
Instruction Non-compliance               0.5692     0.6727     0.6167     55        
Tool Definition Issues                   0.0000     0.0000     0.0000     3         
Environment Setup Errors                 1.0000     0.1111     0.2000     9         
Authentication Errors                    0.0000     0.0000     0.0000     6         
Service Errors                           0.0000     0.0000     0.0000     2         
Resource Not Found                       0.0000     0.0000     0.0000     4         
Resource Exhaustion                      1.0000     1.0000     1.0000     2         
Timeout Issues                           0.0000     0.0000     0.0000     2         
Context Handling Failures                0.1351     0.1852     0.1562     27        
Resource Abuse                           0.2174     0.1667     0.1887     30        
Goal Deviation                           0.6618     0.6716     0.6667     67        
Task Orchestration                       0.3857     0.6923     0.4954     39        
