Weighted F1: 0.3476
Average Location Accuracy: 0.2813
Average Location-Category Joint Accuracy: 0.1068

Score Correlations (Pearson r):
--------------------------------------------------------------------------------
Score Type                Correlation     p-value         N         
--------------------------------------------------------------------------------
reliability                        0.2456          0.0419 69        
security                              nan             nan 69        
instruction_adherence              0.0292          0.8115 69        
plan_optimization                  0.1840          0.1302 69        
overall                            0.1153          0.3454 69        

Per-Category Statistics:
--------------------------------------------------------------------------------
Category                                 Precision  Recall     F1         Support   
--------------------------------------------------------------------------------
Language-only                            0.4286     0.4286     0.4286     42        
Tool-related                             0.3438     0.5946     0.4356     37        
Poor Information Retrieval               0.0455     0.0455     0.0455     22        
Tool Output Misinterpretation            0.1250     0.2353     0.1633     17        
Incorrect Problem Identification         0.1290     0.4000     0.1951     20        
Tool Selection Errors                    0.3774     0.5000     0.4301     40        
Formatting Errors                        0.2444     0.2115     0.2268     52        
Instruction Non-compliance               0.5714     0.5091     0.5385     55        
Tool Definition Issues                   0.0000     0.0000     0.0000     3         
Environment Setup Errors                 0.0000     0.0000     0.0000     9         
Authentication Errors                    0.0000     0.0000     0.0000     6         
Service Errors                           0.0000     0.0000     0.0000     2         
Resource Not Found                       0.1250     0.2500     0.1667     4         
Resource Exhaustion                      1.0000     0.5000     0.6667     2         
Timeout Issues                           0.0000     0.0000     0.0000     2         
Context Handling Failures                0.0577     0.1111     0.0759     27        
Resource Abuse                           0.0725     0.1667     0.1010     30        
Goal Deviation                           0.6491     0.5522     0.5968     67        
Task Orchestration                       0.4615     0.4615     0.4615     39        
