Weighted F1: 0.3311
Average Location Accuracy: 0.1259
Average Location-Category Joint Accuracy: 0.0502

Score Correlations (Pearson r):
--------------------------------------------------------------------------------
Score Type                Correlation     p-value         N         
--------------------------------------------------------------------------------
reliability                        0.6467          0.0000 81        
security                              nan             nan 81        
instruction_adherence              0.4256          0.0001 81        
plan_optimization                  0.5189          0.0000 81        
overall                            0.6199          0.0000 81        

Per-Category Statistics:
--------------------------------------------------------------------------------
Category                                 Precision  Recall     F1         Support   
--------------------------------------------------------------------------------
Language-only                            0.4167     0.2381     0.3030     42        
Tool-related                             0.3750     0.0811     0.1333     37        
Poor Information Retrieval               0.1111     0.1364     0.1224     22        
Tool Output Misinterpretation            0.4444     0.2353     0.3077     17        
Incorrect Problem Identification         0.1053     0.1000     0.1026     20        
Tool Selection Errors                    0.4688     0.7500     0.5769     40        
Formatting Errors                        0.3846     0.0962     0.1538     52        
Instruction Non-compliance               0.5227     0.4182     0.4646     55        
Tool Definition Issues                   0.0000     0.0000     0.0000     3         
Environment Setup Errors                 0.0000     0.0000     0.0000     9         
Authentication Errors                    0.0000     0.0000     0.0000     6         
Service Errors                           0.0000     0.0000     0.0000     2         
Resource Not Found                       0.1250     0.2500     0.1667     4         
Resource Exhaustion                      1.0000     1.0000     1.0000     2         
Timeout Issues                           0.0000     0.0000     0.0000     2         
Context Handling Failures                0.1667     0.0741     0.1026     27        
Resource Abuse                           0.3571     0.1667     0.2273     30        
Goal Deviation                           0.8636     0.5672     0.6847     67        
Task Orchestration                       0.3947     0.3846     0.3896     39        
