Weighted F1: 0.2075
Average Location Accuracy: 0.1243
Average Location-Category Joint Accuracy: 0.0305

Score Correlations (Pearson r):
--------------------------------------------------------------------------------
Score Type                Correlation     p-value         N         
--------------------------------------------------------------------------------
reliability                        0.6472          0.0000 85        
security                              nan             nan 85        
instruction_adherence              0.4145          0.0001 84        
plan_optimization                  0.4983          0.0000 83        
overall                            0.6244          0.0000 85        

Per-Category Statistics:
--------------------------------------------------------------------------------
Category                                 Precision  Recall     F1         Support   
--------------------------------------------------------------------------------
Language-only                            0.4364     0.5714     0.4948     42        
Tool-related                             0.2500     0.0541     0.0889     37        
Poor Information Retrieval               0.1111     0.0909     0.1000     22        
Tool Output Misinterpretation            0.0000     0.0000     0.0000     17        
Incorrect Problem Identification         0.0000     0.0000     0.0000     20        
Tool Selection Errors                    0.4167     0.3750     0.3947     40        
Formatting Errors                        0.5000     0.0385     0.0714     52        
Instruction Non-compliance               0.6667     0.0364     0.0690     55        
Tool Definition Issues                   0.2500     0.3333     0.2857     3         
Environment Setup Errors                 0.6667     0.4444     0.5333     9         
Authentication Errors                    0.0000     0.0000     0.0000     6         
Service Errors                           0.0000     0.0000     0.0000     2         
Resource Not Found                       0.0000     0.0000     0.0000     4         
Resource Exhaustion                      1.0000     0.5000     0.6667     2         
Timeout Issues                           1.0000     0.5000     0.6667     2         
Context Handling Failures                0.0000     0.0000     0.0000     27        
Resource Abuse                           0.0000     0.0000     0.0000     30        
Goal Deviation                           0.7308     0.2836     0.4086     67        
Task Orchestration                       0.6923     0.2308     0.3462     39        
