Weighted F1: 0.2989
Average Location Accuracy: 0.0123
Average Location-Category Joint Accuracy: 0.0043

Score Correlations (Pearson r):
--------------------------------------------------------------------------------
Score Type                Correlation     p-value         N         
--------------------------------------------------------------------------------
reliability                        0.3043          0.2052 19        
security                              nan             nan 19        
instruction_adherence              0.0918          0.7087 19        
plan_optimization                  0.1712          0.4834 19        
overall                            0.2124          0.3826 19        

Per-Category Statistics:
--------------------------------------------------------------------------------
Category                                 Precision  Recall     F1         Support   
--------------------------------------------------------------------------------
Language-only                            0.0000     0.0000     0.0000     14        
Tool-related                             0.3333     0.2500     0.2857     4         
Poor Information Retrieval               1.0000     0.1818     0.3077     11        
Incorrect Memory Usage                   0.0000     0.0000     0.0000     2         
Tool Output Misinterpretation            0.0000     0.0000     0.0000     1         
Incorrect Problem Identification         0.2500     0.2222     0.2353     9         
Formatting Errors                        0.7857     0.3056     0.4400     36        
Instruction Non-compliance               0.8333     0.2941     0.4348     34        
Resource Exhaustion                      0.0000     0.0000     0.0000     1         
Context Handling Failures                0.5000     0.0938     0.1579     32        
Resource Abuse                           0.6364     0.4118     0.5000     17        
Goal Deviation                           0.0000     0.0000     0.0000     3         
Task Orchestration                       0.0000     0.0000     0.0000     6         
