Weighted F1: 0.1440
Average Location Accuracy: 0.0759
Average Location-Category Joint Accuracy: 0.0087

Score Correlations (Pearson r):
--------------------------------------------------------------------------------
Score Type                Correlation     p-value         N         
--------------------------------------------------------------------------------
reliability                        0.2660          0.3580 14        
security                              nan             nan 14        
instruction_adherence              0.1557          0.5951 14        
plan_optimization                  0.3572          0.2100 14        
overall                            0.4010          0.1553 14        

Per-Category Statistics:
--------------------------------------------------------------------------------
Category                                 Precision  Recall     F1         Support   
--------------------------------------------------------------------------------
Language-only                            0.0000     0.0000     0.0000     14        
Tool-related                             0.1000     0.2500     0.1429     4         
Poor Information Retrieval               0.0000     0.0000     0.0000     11        
Incorrect Memory Usage                   0.0000     0.0000     0.0000     2         
Tool Output Misinterpretation            0.0000     0.0000     0.0000     1         
Incorrect Problem Identification         0.6667     0.2222     0.3333     9         
Formatting Errors                        1.0000     0.0833     0.1538     36        
Instruction Non-compliance               0.6000     0.0882     0.1538     34        
Resource Exhaustion                      0.0000     0.0000     0.0000     1         
Context Handling Failures                0.5000     0.0625     0.1111     32        
Resource Abuse                           0.4286     0.3529     0.3871     17        
Goal Deviation                           0.0000     0.0000     0.0000     3         
Task Orchestration                       0.0000     0.0000     0.0000     6         
