Weighted F1: 0.4213
Average Location Accuracy: 0.3015
Average Location-Category Joint Accuracy: 0.1526

Score Correlations (Pearson r):
--------------------------------------------------------------------------------
Score Type                Correlation     p-value         N         
--------------------------------------------------------------------------------
reliability                        0.5025          0.0000 102       
security                              nan             nan 102       
instruction_adherence              0.4144          0.0000 102       
plan_optimization                  0.3755          0.0001 102       
overall                            0.5204          0.0000 102       

Per-Category Statistics:
--------------------------------------------------------------------------------
Category                                 Precision  Recall     F1         Support   
--------------------------------------------------------------------------------
Language-only                            0.4643     0.6190     0.5306     42        
Tool-related                             0.5882     0.2703     0.3704     37        
Poor Information Retrieval               0.5000     0.4091     0.4500     22        
Tool Output Misinterpretation            0.3000     0.3529     0.3243     17        
Incorrect Problem Identification         0.2632     0.2500     0.2564     20        
Tool Selection Errors                    0.4583     0.2750     0.3437     40        
Formatting Errors                        0.8000     0.4615     0.5854     52        
Instruction Non-compliance               0.4667     0.1273     0.2000     55        
Tool Definition Issues                   0.2000     0.3333     0.2500     3         
Environment Setup Errors                 0.6000     0.3333     0.4286     9         
Authentication Errors                    0.6667     0.3333     0.4444     6         
Service Errors                           0.0000     0.0000     0.0000     2         
Resource Not Found                       0.3333     0.2500     0.2857     4         
Resource Exhaustion                      1.0000     1.0000     1.0000     2         
Timeout Issues                           0.0000     0.0000     0.0000     2         
Context Handling Failures                0.2955     0.4815     0.3662     27        
Resource Abuse                           0.5333     0.8000     0.6400     30        
Goal Deviation                           0.6212     0.6119     0.6165     67        
Task Orchestration                       0.2414     0.1795     0.2059     39        
