Weighted F1: 0.3415
Average Location Accuracy: 0.2571
Average Location-Category Joint Accuracy: 0.1227

Score Correlations (Pearson r):
--------------------------------------------------------------------------------
Score Type                Correlation     p-value         N         
--------------------------------------------------------------------------------
reliability                        0.3048          0.0143 64        
security                              nan             nan 64        
instruction_adherence              0.3235          0.0091 64        
plan_optimization                  0.3653          0.0030 64        
overall                            0.3362          0.0066 64        

Per-Category Statistics:
--------------------------------------------------------------------------------
Category                                 Precision  Recall     F1         Support   
--------------------------------------------------------------------------------
Language-only                            0.4167     0.4762     0.4444     42        
Tool-related                             0.3860     0.5946     0.4681     37        
Poor Information Retrieval               0.0714     0.0909     0.0800     22        
Tool Output Misinterpretation            0.0857     0.1765     0.1154     17        
Incorrect Problem Identification         0.1091     0.3000     0.1600     20        
Tool Selection Errors                    0.3636     0.5000     0.4211     40        
Formatting Errors                        0.2444     0.2115     0.2268     52        
Instruction Non-compliance               0.6053     0.4182     0.4946     55        
Tool Definition Issues                   0.0000     0.0000     0.0000     3         
Environment Setup Errors                 0.0000     0.0000     0.0000     9         
Authentication Errors                    0.0000     0.0000     0.0000     6         
Service Errors                           0.0000     0.0000     0.0000     2         
Resource Not Found                       0.1429     0.2500     0.1818     4         
Resource Exhaustion                      1.0000     0.5000     0.6667     2         
Timeout Issues                           1.0000     1.0000     1.0000     2         
Context Handling Failures                0.0833     0.1481     0.1067     27        
Resource Abuse                           0.0312     0.0667     0.0426     30        
Goal Deviation                           0.6491     0.5522     0.5968     67        
Task Orchestration                       0.3902     0.4103     0.4000     39        
