Weighted F1: 0.2651
Average Location Accuracy: 0.0125
Average Location-Category Joint Accuracy: 0.0000

Score Correlations (Pearson r):
--------------------------------------------------------------------------------
Score Type                Correlation     p-value         N         
--------------------------------------------------------------------------------
reliability                        0.4088          0.0822 19        
security                              nan             nan 19        
instruction_adherence             -0.0649          0.7918 19        
plan_optimization                  0.4597          0.0477 19        
overall                            0.2297          0.3442 19        

Per-Category Statistics:
--------------------------------------------------------------------------------
Category                                 Precision  Recall     F1         Support   
--------------------------------------------------------------------------------
Language-only                            0.7500     0.2143     0.3333     14        
Tool-related                             0.0000     0.0000     0.0000     4         
Poor Information Retrieval               0.5000     0.2727     0.3529     11        
Incorrect Memory Usage                   0.0000     0.0000     0.0000     2         
Tool Output Misinterpretation            0.0000     0.0000     0.0000     1         
Incorrect Problem Identification         0.3333     0.2222     0.2667     9         
Formatting Errors                        0.8750     0.1944     0.3182     36        
Instruction Non-compliance               0.6000     0.0882     0.1538     34        
Resource Exhaustion                      0.0000     0.0000     0.0000     1         
Context Handling Failures                0.5455     0.1875     0.2791     32        
Resource Abuse                           0.5333     0.4706     0.5000     17        
Goal Deviation                           0.0000     0.0000     0.0000     3         
Task Orchestration                       0.0000     0.0000     0.0000     6         
