Weighted F1: 0.3720
Average Location Accuracy: 0.2800
Average Location-Category Joint Accuracy: 0.0948

Score Correlations (Pearson r):
--------------------------------------------------------------------------------
Score Type                Correlation     p-value         N         
--------------------------------------------------------------------------------
reliability                        0.6085          0.0000 90        
security                              nan             nan 90        
instruction_adherence              0.2517          0.0167 90        
plan_optimization                  0.3920          0.0001 90        
overall                            0.5093          0.0000 90        

Per-Category Statistics:
--------------------------------------------------------------------------------
Category                                 Precision  Recall     F1         Support   
--------------------------------------------------------------------------------
Language-only                            0.4516     0.6667     0.5385     42        
Tool-related                             0.1818     0.0541     0.0833     37        
Poor Information Retrieval               0.1290     0.1818     0.1509     22        
Tool Output Misinterpretation            0.1515     0.2941     0.2000     17        
Incorrect Problem Identification         0.1875     0.3000     0.2308     20        
Tool Selection Errors                    0.3625     0.7250     0.4833     40        
Formatting Errors                        0.2188     0.1346     0.1667     52        
Instruction Non-compliance               0.5538     0.6545     0.6000     55        
Tool Definition Issues                   0.0000     0.0000     0.0000     3         
Environment Setup Errors                 0.0000     0.0000     0.0000     9         
Authentication Errors                    0.0000     0.0000     0.0000     6         
Service Errors                           0.0000     0.0000     0.0000     2         
Resource Not Found                       0.0000     0.0000     0.0000     4         
Resource Exhaustion                      1.0000     1.0000     1.0000     2         
Timeout Issues                           0.0000     0.0000     0.0000     2         
Context Handling Failures                0.1600     0.1481     0.1538     27        
Resource Abuse                           0.3077     0.2667     0.2857     30        
Goal Deviation                           0.7258     0.6716     0.6977     67        
Task Orchestration                       0.3651     0.5897     0.4510     39        
