Weighted F1: 0.2657
Average Location Accuracy: 0.1732
Average Location-Category Joint Accuracy: 0.0413

Score Correlations (Pearson r):
--------------------------------------------------------------------------------
Score Type                Correlation     p-value         N         
--------------------------------------------------------------------------------
reliability                        0.7106          0.0000 88        
security                              nan             nan 88        
instruction_adherence              0.5372          0.0000 86        
plan_optimization                  0.5715          0.0000 85        
overall                            0.6665          0.0000 88        

Per-Category Statistics:
--------------------------------------------------------------------------------
Category                                 Precision  Recall     F1         Support   
--------------------------------------------------------------------------------
Language-only                            0.4815     0.6190     0.5417     42        
Tool-related                             0.5714     0.1081     0.1818     37        
Poor Information Retrieval               0.1765     0.1364     0.1538     22        
Tool Output Misinterpretation            0.2000     0.1176     0.1481     17        
Incorrect Problem Identification         0.1667     0.0500     0.0769     20        
Tool Selection Errors                    0.4286     0.4500     0.4390     40        
Formatting Errors                        0.6667     0.0769     0.1379     52        
Instruction Non-compliance               0.6667     0.0727     0.1311     55        
Tool Definition Issues                   0.3333     0.3333     0.3333     3         
Environment Setup Errors                 0.7500     0.3333     0.4615     9         
Authentication Errors                    0.0000     0.0000     0.0000     6         
Service Errors                           0.0000     0.0000     0.0000     2         
Resource Not Found                       0.3333     0.2500     0.2857     4         
Resource Exhaustion                      1.0000     0.5000     0.6667     2         
Timeout Issues                           0.0000     0.0000     0.0000     2         
Context Handling Failures                0.2857     0.0741     0.1176     27        
Resource Abuse                           0.2308     0.1000     0.1395     30        
Goal Deviation                           0.6944     0.3731     0.4854     67        
Task Orchestration                       0.4667     0.1795     0.2593     39        
