Weighted F1: 0.2831
Average Location Accuracy: 0.1087
Average Location-Category Joint Accuracy: 0.0199

Score Correlations (Pearson r):
--------------------------------------------------------------------------------
Score Type                Correlation     p-value         N         
--------------------------------------------------------------------------------
reliability                        0.6133          0.0000 90        
security                              nan             nan 90        
instruction_adherence              0.2103          0.0466 90        
plan_optimization                  0.2748          0.0088 90        
overall                            0.4974          0.0000 90        

Per-Category Statistics:
--------------------------------------------------------------------------------
Category                                 Precision  Recall     F1         Support   
--------------------------------------------------------------------------------
Language-only                            0.4348     0.7143     0.5405     42        
Tool-related                             0.3000     0.0811     0.1277     37        
Poor Information Retrieval               0.2857     0.0909     0.1379     22        
Tool Output Misinterpretation            0.1250     0.0588     0.0800     17        
Incorrect Problem Identification         0.0000     0.0000     0.0000     20        
Tool Selection Errors                    0.2727     0.3000     0.2857     40        
Formatting Errors                        0.6000     0.0577     0.1053     52        
Instruction Non-compliance               0.6000     0.3818     0.4667     55        
Tool Definition Issues                   0.0000     0.0000     0.0000     3         
Environment Setup Errors                 0.0000     0.0000     0.0000     9         
Authentication Errors                    0.0000     0.0000     0.0000     6         
Service Errors                           0.0000     0.0000     0.0000     2         
Resource Not Found                       0.2500     0.2500     0.2500     4         
Resource Exhaustion                      1.0000     1.0000     1.0000     2         
Timeout Issues                           0.0000     0.0000     0.0000     2         
Context Handling Failures                0.2143     0.1111     0.1463     27        
Resource Abuse                           0.3333     0.1667     0.2222     30        
Goal Deviation                           0.6000     0.4030     0.4821     67        
Task Orchestration                       0.3571     0.3846     0.3704     39        
