Weighted F1: 0.1805
Average Location Accuracy: 0.2054
Average Location-Category Joint Accuracy: 0.0387

Score Correlations (Pearson r):
--------------------------------------------------------------------------------
Score Type                Correlation     p-value         N         
--------------------------------------------------------------------------------
reliability                        0.5865          0.0000 84        
security                              nan             nan 84        
instruction_adherence              0.2815          0.0095 84        
plan_optimization                  0.4056          0.0002 82        
overall                            0.5188          0.0000 83        

Per-Category Statistics:
--------------------------------------------------------------------------------
Category                                 Precision  Recall     F1         Support   
--------------------------------------------------------------------------------
Language-only                            0.4694     0.5750     0.5169     40        
Tool-related                             0.1667     0.0278     0.0476     36        
Poor Information Retrieval               0.1538     0.0952     0.1176     21        
Tool Output Misinterpretation            0.0000     0.0000     0.0000     13        
Incorrect Problem Identification         0.1667     0.0714     0.1000     14        
Tool Selection Errors                    0.4500     0.4865     0.4675     37        
Formatting Errors                        0.4286     0.0638     0.1111     47        
Instruction Non-compliance               0.5000     0.0962     0.1613     52        
Tool Definition Issues                   0.0000     0.0000     0.0000     3         
Environment Setup Errors                 0.0000     0.0000     0.0000     9         
Authentication Errors                    0.0000     0.0000     0.0000     5         
Service Errors                           0.0000     0.0000     0.0000     2         
Resource Not Found                       0.1667     0.2500     0.2000     4         
Resource Exhaustion                      0.0000     0.0000     0.0000     2         
Timeout Issues                           1.0000     1.0000     1.0000     2         
Context Handling Failures                1.0000     0.0952     0.1739     21        
Resource Abuse                           0.4444     0.1379     0.2105     29        
Goal Deviation                           0.5000     0.0806     0.1389     62        
Task Orchestration                       0.0000     0.0000     0.0000     35        
