Weighted F1: 0.1333
Average Location Accuracy: 0.0419
Average Location-Category Joint Accuracy: 0.0028

Score Correlations (Pearson r):
--------------------------------------------------------------------------------
Score Type                Correlation     p-value         N         
--------------------------------------------------------------------------------
reliability                        0.6860          0.0000 88        
security                              nan             nan 88        
instruction_adherence              0.4196          0.0000 88        
plan_optimization                  0.4518          0.0000 87        
overall                            0.6029          0.0000 87        

Per-Category Statistics:
--------------------------------------------------------------------------------
Category                                 Precision  Recall     F1         Support   
--------------------------------------------------------------------------------
Language-only                            0.4468     0.5250     0.4828     40        
Tool-related                             0.0000     0.0000     0.0000     36        
Poor Information Retrieval               0.2000     0.0476     0.0769     21        
Tool Output Misinterpretation            0.1429     0.0769     0.1000     13        
Incorrect Problem Identification         0.0000     0.0000     0.0000     14        
Tool Selection Errors                    0.3571     0.2703     0.3077     37        
Formatting Errors                        0.7500     0.0638     0.1176     47        
Instruction Non-compliance               0.5000     0.0192     0.0370     52        
Tool Definition Issues                   0.2000     0.3333     0.2500     3         
Environment Setup Errors                 1.0000     0.1111     0.2000     9         
Authentication Errors                    1.0000     0.2000     0.3333     5         
Service Errors                           0.0000     0.0000     0.0000     2         
Resource Not Found                       0.1000     0.2500     0.1429     4         
Resource Exhaustion                      1.0000     0.5000     0.6667     2         
Timeout Issues                           1.0000     0.5000     0.6667     2         
Context Handling Failures                0.0000     0.0000     0.0000     21        
Resource Abuse                           1.0000     0.0345     0.0667     29        
Goal Deviation                           0.8000     0.0645     0.1194     62        
Task Orchestration                       0.0000     0.0000     0.0000     35        
