Weighted F1: 0.1852
Average Location Accuracy: 0.0188
Average Location-Category Joint Accuracy: 0.0000

Score Correlations (Pearson r):
--------------------------------------------------------------------------------
Score Type                Correlation     p-value         N         
--------------------------------------------------------------------------------
reliability                        0.2996          0.2127 19        
security                              nan             nan 19        
instruction_adherence              0.1810          0.4583 19        
plan_optimization                  0.1773          0.4678 19        
overall                            0.1082          0.6594 19        

Per-Category Statistics:
--------------------------------------------------------------------------------
Category                                 Precision  Recall     F1         Support   
--------------------------------------------------------------------------------
Language-only                            0.0000     0.0000     0.0000     14        
Tool-related                             0.0000     0.0000     0.0000     4         
Poor Information Retrieval               0.4286     0.2727     0.3333     11        
Incorrect Memory Usage                   0.0000     0.0000     0.0000     2         
Tool Output Misinterpretation            0.0000     0.0000     0.0000     1         
Incorrect Problem Identification         0.1111     0.1111     0.1111     9         
Formatting Errors                        0.8333     0.2778     0.4167     36        
Instruction Non-compliance               1.0000     0.1471     0.2564     34        
Resource Exhaustion                      0.0000     0.0000     0.0000     1         
Context Handling Failures                0.0000     0.0000     0.0000     32        
Resource Abuse                           0.4000     0.1176     0.1818     17        
Goal Deviation                           0.0000     0.0000     0.0000     3         
Task Orchestration                       0.0000     0.0000     0.0000     6         
