Weighted F1: 0.3030
Average Location Accuracy: 0.1327
Average Location-Category Joint Accuracy: 0.0554

Score Correlations (Pearson r):
--------------------------------------------------------------------------------
Score Type                Correlation     p-value         N         
--------------------------------------------------------------------------------
reliability                        0.6498          0.0000 81        
security                              nan             nan 81        
instruction_adherence              0.3743          0.0006 81        
plan_optimization                  0.5348          0.0000 81        
overall                            0.6271          0.0000 81        

Per-Category Statistics:
--------------------------------------------------------------------------------
Category                                 Precision  Recall     F1         Support   
--------------------------------------------------------------------------------
Language-only                            0.3810     0.1905     0.2540     42        
Tool-related                             0.1250     0.0270     0.0444     37        
Poor Information Retrieval               0.1562     0.2273     0.1852     22        
Tool Output Misinterpretation            0.1818     0.1176     0.1429     17        
Incorrect Problem Identification         0.0588     0.0500     0.0541     20        
Tool Selection Errors                    0.4545     0.6250     0.5263     40        
Formatting Errors                        0.5714     0.1538     0.2424     52        
Instruction Non-compliance               0.4894     0.4182     0.4510     55        
Tool Definition Issues                   0.0000     0.0000     0.0000     3         
Environment Setup Errors                 0.0000     0.0000     0.0000     9         
Authentication Errors                    0.0000     0.0000     0.0000     6         
Service Errors                           0.0000     0.0000     0.0000     2         
Resource Not Found                       0.1111     0.2500     0.1538     4         
Resource Exhaustion                      1.0000     1.0000     1.0000     2         
Timeout Issues                           0.0000     0.0000     0.0000     2         
Context Handling Failures                0.0000     0.0000     0.0000     27        
Resource Abuse                           0.3333     0.1667     0.2222     30        
Goal Deviation                           0.7826     0.5373     0.6372     67        
Task Orchestration                       0.3824     0.3333     0.3562     39        
