Weighted F1: 0.2112
Average Location Accuracy: 0.1100
Average Location-Category Joint Accuracy: 0.0113

Score Correlations (Pearson r):
--------------------------------------------------------------------------------
Score Type                Correlation     p-value         N         
--------------------------------------------------------------------------------
reliability                        0.3435          0.0010 89        
security                              nan             nan 89        
instruction_adherence              0.2510          0.0177 89        
plan_optimization                  0.2797          0.0079 89        
overall                            0.3549          0.0006 89        

Per-Category Statistics:
--------------------------------------------------------------------------------
Category                                 Precision  Recall     F1         Support   
--------------------------------------------------------------------------------
Language-only                            0.5135     0.4524     0.4810     42        
Tool-related                             0.0000     0.0000     0.0000     37        
Poor Information Retrieval               0.0000     0.0000     0.0000     22        
Tool Output Misinterpretation            0.1389     0.2941     0.1887     17        
Incorrect Problem Identification         0.1408     0.5000     0.2198     20        
Tool Selection Errors                    0.3247     0.6250     0.4274     40        
Formatting Errors                        0.4615     0.2308     0.3077     52        
Instruction Non-compliance               0.8000     0.0727     0.1333     55        
Tool Definition Issues                   0.0000     0.0000     0.0000     3         
Environment Setup Errors                 0.0000     0.0000     0.0000     9         
Authentication Errors                    0.0000     0.0000     0.0000     6         
Service Errors                           0.0000     0.0000     0.0000     2         
Resource Not Found                       0.0000     0.0000     0.0000     4         
Resource Exhaustion                      0.0000     0.0000     0.0000     2         
Timeout Issues                           0.0000     0.0000     0.0000     2         
Context Handling Failures                0.0000     0.0000     0.0000     27        
Resource Abuse                           0.1333     0.0667     0.0889     30        
Goal Deviation                           0.6216     0.3433     0.4423     67        
Task Orchestration                       0.0000     0.0000     0.0000     39        
