Weighted F1: 0.4218
Average Location Accuracy: 0.3675
Average Location-Category Joint Accuracy: 0.1689

Score Correlations (Pearson r):
--------------------------------------------------------------------------------
Score Type                Correlation     p-value         N         
--------------------------------------------------------------------------------
reliability                        0.6938          0.0000 106       
security                              nan             nan 106       
instruction_adherence              0.3720          0.0001 106       
plan_optimization                  0.3121          0.0011 106       
overall                            0.5584          0.0000 106       

Per-Category Statistics:
--------------------------------------------------------------------------------
Category                                 Precision  Recall     F1         Support   
--------------------------------------------------------------------------------
Language-only                            0.5000     0.7500     0.6000     40        
Tool-related                             0.5000     0.2778     0.3571     36        
Poor Information Retrieval               0.3871     0.5714     0.4615     21        
Tool Output Misinterpretation            0.3077     0.3077     0.3077     13        
Incorrect Problem Identification         0.0909     0.0714     0.0800     14        
Tool Selection Errors                    0.5385     0.1892     0.2800     37        
Formatting Errors                        0.7600     0.4043     0.5278     47        
Instruction Non-compliance               0.5167     0.5962     0.5536     52        
Tool Definition Issues                   0.0000     0.0000     0.0000     3         
Environment Setup Errors                 0.0000     0.0000     0.0000     9         
Authentication Errors                    1.0000     0.6000     0.7500     5         
Service Errors                           0.0000     0.0000     0.0000     2         
Resource Not Found                       0.1250     0.2500     0.1667     4         
Resource Exhaustion                      1.0000     1.0000     1.0000     2         
Timeout Issues                           0.0000     0.0000     0.0000     2         
Context Handling Failures                0.1429     0.0476     0.0714     21        
Resource Abuse                           0.7143     0.6897     0.7018     29        
Goal Deviation                           0.8333     0.4032     0.5435     62        
Task Orchestration                       0.2500     0.1143     0.1569     35        
