Weighted F1: 0.3951
Average Location Accuracy: 0.3656
Average Location-Category Joint Accuracy: 0.1358

Score Correlations (Pearson r):
--------------------------------------------------------------------------------
Score Type                Correlation     p-value         N         
--------------------------------------------------------------------------------
reliability                        0.5554          0.0000 109       
security                              nan             nan 109       
instruction_adherence              0.3622          0.0001 109       
plan_optimization                  0.2980          0.0017 109       
overall                            0.4935          0.0000 109       

Per-Category Statistics:
--------------------------------------------------------------------------------
Category                                 Precision  Recall     F1         Support   
--------------------------------------------------------------------------------
Language-only                            0.4561     0.6500     0.5361     40        
Tool-related                             0.4667     0.1944     0.2745     36        
Poor Information Retrieval               0.5238     0.5238     0.5238     21        
Tool Output Misinterpretation            0.3846     0.3846     0.3846     13        
Incorrect Problem Identification         0.0833     0.0714     0.0769     14        
Tool Selection Errors                    0.6667     0.1081     0.1860     37        
Formatting Errors                        0.8696     0.4255     0.5714     47        
Instruction Non-compliance               0.4667     0.5385     0.5000     52        
Tool Definition Issues                   0.3333     0.3333     0.3333     3         
Environment Setup Errors                 0.5000     0.1111     0.1818     9         
Authentication Errors                    1.0000     0.8000     0.8889     5         
Service Errors                           0.0000     0.0000     0.0000     2         
Resource Not Found                       0.1250     0.2500     0.1667     4         
Resource Exhaustion                      1.0000     1.0000     1.0000     2         
Timeout Issues                           0.0000     0.0000     0.0000     2         
Context Handling Failures                0.2000     0.0476     0.0769     21        
Resource Abuse                           0.6667     0.6207     0.6429     29        
Goal Deviation                           0.8261     0.3065     0.4471     62        
Task Orchestration                       0.2667     0.1143     0.1600     35        
