Weighted F1: 0.2461
Average Location Accuracy: 0.0198
Average Location-Category Joint Accuracy: 0.0000

Score Correlations (Pearson r):
--------------------------------------------------------------------------------
Score Type                Correlation     p-value         N         
--------------------------------------------------------------------------------
reliability                        0.5799          0.0047 22        
security                              nan             nan 22        
instruction_adherence              0.3469          0.1137 22        
plan_optimization                  0.3965          0.0677 22        
overall                            0.4433          0.0388 22        

Per-Category Statistics:
--------------------------------------------------------------------------------
Category                                 Precision  Recall     F1         Support   
--------------------------------------------------------------------------------
Language-only                            1.0000     0.1429     0.2500     14        
Tool-related                             0.0000     0.0000     0.0000     4         
Poor Information Retrieval               0.2941     0.4545     0.3571     11        
Incorrect Memory Usage                   0.0000     0.0000     0.0000     2         
Tool Output Misinterpretation            0.0000     0.0000     0.0000     1         
Incorrect Problem Identification         0.5000     0.1111     0.1818     9         
Formatting Errors                        0.9091     0.2778     0.4255     36        
Instruction Non-compliance               0.7778     0.2059     0.3256     34        
Resource Exhaustion                      0.0000     0.0000     0.0000     1         
Context Handling Failures                0.6667     0.0625     0.1143     32        
Resource Abuse                           0.2500     0.1176     0.1600     17        
Goal Deviation                           0.0000     0.0000     0.0000     3         
Task Orchestration                       0.0000     0.0000     0.0000     6         
