Weighted F1: 0.2907
Average Location Accuracy: 0.2021
Average Location-Category Joint Accuracy: 0.0682

Score Correlations (Pearson r):
--------------------------------------------------------------------------------
Score Type                Correlation     p-value         N         
--------------------------------------------------------------------------------
reliability                        0.6797          0.0000 89        
security                              nan             nan 89        
instruction_adherence              0.2606          0.0136 89        
plan_optimization                  0.4799          0.0000 89        
overall                            0.5952          0.0000 89        

Per-Category Statistics:
--------------------------------------------------------------------------------
Category                                 Precision  Recall     F1         Support   
--------------------------------------------------------------------------------
Language-only                            0.4583     0.5238     0.4889     42        
Tool-related                             0.4000     0.0541     0.0952     37        
Poor Information Retrieval               0.2143     0.1364     0.1667     22        
Tool Output Misinterpretation            0.1765     0.1765     0.1765     17        
Incorrect Problem Identification         0.1818     0.1000     0.1290     20        
Tool Selection Errors                    0.3846     0.7500     0.5085     40        
Formatting Errors                        0.4074     0.2115     0.2785     52        
Instruction Non-compliance               0.5152     0.6182     0.5620     55        
Tool Definition Issues                   0.0000     0.0000     0.0000     3         
Environment Setup Errors                 0.0000     0.0000     0.0000     9         
Authentication Errors                    0.0000     0.0000     0.0000     6         
Service Errors                           0.0000     0.0000     0.0000     2         
Resource Not Found                       0.1000     0.2500     0.1429     4         
Resource Exhaustion                      1.0000     1.0000     1.0000     2         
Timeout Issues                           0.0000     0.0000     0.0000     2         
Context Handling Failures                0.0000     0.0000     0.0000     27        
Resource Abuse                           0.4000     0.0667     0.1143     30        
Goal Deviation                           0.7500     0.3134     0.4421     67        
Task Orchestration                       0.6667     0.0513     0.0952     39        
